fips,cattle_type,event_name,event_delta_head_10pp,event_delta_endorsement_10pp
20009,feeder,pm19_coverage_dependent,0,0
20011,feeder,pm19_coverage_dependent,0,0
20013,feeder,pm19_coverage_dependent,0,0
20015,feeder,pm19_coverage_dependent,0,0
20017,feeder,pm19_coverage_dependent,0,0
20019,feeder,pm19_coverage_dependent,0,0
20021,feeder,pm19_coverage_dependent,0,0
20023,feeder,pm19_coverage_dependent,0,0
20025,feeder,pm19_coverage_dependent,0,0
20027,feeder,pm19_coverage_dependent,0.725493421052632,0.755555555555556
20029,feeder,pm19_coverage_dependent,0.7,0.7
20031,feeder,pm19_coverage_dependent,0,0
20033,feeder,pm19_coverage_dependent,0,0
20035,feeder,pm19_coverage_dependent,0,0
20037,feeder,pm19_coverage_dependent,0,0
20039,feeder,pm19_coverage_dependent,0,0
20041,feeder,pm19_coverage_dependent,0.7,0.7
20045,feeder,pm19_coverage_dependent,0,0
20047,feeder,pm19_coverage_dependent,0,0
20049,feeder,pm19_coverage_dependent,0,0
20051,feeder,pm19_coverage_dependent,0.7,0.7
20053,feeder,pm19_coverage_dependent,0,0
20055,feeder,pm19_coverage_dependent,0,0
20057,feeder,pm19_coverage_dependent,0.736301369863014,0.745454545454546
20059,feeder,pm19_coverage_dependent,0,0
20061,feeder,pm19_coverage_dependent,0.896969696969697,0.95
20063,feeder,pm19_coverage_dependent,1.2,1.2
20065,feeder,pm19_coverage_dependent,0,0
20067,feeder,pm19_coverage_dependent,0,0
20069,feeder,pm19_coverage_dependent,0.7,0.7
20071,feeder,pm19_coverage_dependent,0,0
20073,feeder,pm19_coverage_dependent,0,0
20075,feeder,pm19_coverage_dependent,0,0
20077,feeder,pm19_coverage_dependent,0.7,0.7
20079,feeder,pm19_coverage_dependent,1.05471406491499,1
20081,feeder,pm19_coverage_dependent,0,0
20083,feeder,pm19_coverage_dependent,1.25597722960152,1.2
20085,feeder,pm19_coverage_dependent,0,0
20087,feeder,pm19_coverage_dependent,0,0
20089,feeder,pm19_coverage_dependent,0,0
20091,feeder,pm19_coverage_dependent,0,0
20093,feeder,pm19_coverage_dependent,0,0
20095,feeder,pm19_coverage_dependent,0,0
20097,feeder,pm19_coverage_dependent,0,0
20099,feeder,pm19_coverage_dependent,0,0
20101,feeder,pm19_coverage_dependent,0,0
20105,feeder,pm19_coverage_dependent,1.2,1.2
20107,feeder,pm19_coverage_dependent,0,0
20109,feeder,pm19_coverage_dependent,0,0
20111,feeder,pm19_coverage_dependent,0,0
20113,feeder,pm19_coverage_dependent,1.06174294327213,1.03333333333333
20115,feeder,pm19_coverage_dependent,0.760240963855422,0.8875
20117,feeder,pm19_coverage_dependent,0.765878378378378,0.75
20119,feeder,pm19_coverage_dependent,0.7,0.7
20121,feeder,pm19_coverage_dependent,0,0
20123,feeder,pm19_coverage_dependent,1.30606060606061,1.1
20125,feeder,pm19_coverage_dependent,0,0
20127,feeder,pm19_coverage_dependent,1.28577405857741,1
20129,feeder,pm19_coverage_dependent,0,0
20131,feeder,pm19_coverage_dependent,1.28557255064076,0.9
20133,feeder,pm19_coverage_dependent,0,0
20135,feeder,pm19_coverage_dependent,0,0
20137,feeder,pm19_coverage_dependent,0,0
20139,feeder,pm19_coverage_dependent,0,0
20141,feeder,pm19_coverage_dependent,1.27055214723926,1.36666666666667
20143,feeder,pm19_coverage_dependent,0,0
20145,feeder,pm19_coverage_dependent,0,0
20147,feeder,pm19_coverage_dependent,0.730952380952381,0.790909090909091
20149,feeder,pm19_coverage_dependent,0,0
20151,feeder,pm19_coverage_dependent,0,0
20153,feeder,pm19_coverage_dependent,0,0
20155,feeder,pm19_coverage_dependent,0,0
20157,feeder,pm19_coverage_dependent,0,0
20159,feeder,pm19_coverage_dependent,0,0
20161,feeder,pm19_coverage_dependent,0,0
20163,feeder,pm19_coverage_dependent,0.7,0.7
20165,feeder,pm19_coverage_dependent,0,0
20167,feeder,pm19_coverage_dependent,0,0
20169,feeder,pm19_coverage_dependent,1.2,1.2
20171,feeder,pm19_coverage_dependent,0,0
20173,feeder,pm19_coverage_dependent,1.2,1.2
20175,feeder,pm19_coverage_dependent,0,0
20177,feeder,pm19_coverage_dependent,0,0
20179,feeder,pm19_coverage_dependent,0,0
20181,feeder,pm19_coverage_dependent,0,0
20183,feeder,pm19_coverage_dependent,0.7,0.7
20185,feeder,pm19_coverage_dependent,0,0
20187,feeder,pm19_coverage_dependent,0,0
20189,feeder,pm19_coverage_dependent,0,0
20191,feeder,pm19_coverage_dependent,0.7,0.7
20193,feeder,pm19_coverage_dependent,0,0
20195,feeder,pm19_coverage_dependent,0,0
20197,feeder,pm19_coverage_dependent,0,0
20199,feeder,pm19_coverage_dependent,0,0
20201,feeder,pm19_coverage_dependent,0.7,0.7
20203,feeder,pm19_coverage_dependent,0,0
20205,feeder,pm19_coverage_dependent,0,0
20207,feeder,pm19_coverage_dependent,0,0
21001,feeder,pm19_coverage_dependent,0,0
21003,feeder,pm19_coverage_dependent,0,0
21009,feeder,pm19_coverage_dependent,0.826666666666667,0.866666666666667
21011,feeder,pm19_coverage_dependent,0,0
21017,feeder,pm19_coverage_dependent,0,0
21021,feeder,pm19_coverage_dependent,0,0
21027,feeder,pm19_coverage_dependent,0,0
21033,feeder,pm19_coverage_dependent,0,0
21035,feeder,pm19_coverage_dependent,0,0
21045,feeder,pm19_coverage_dependent,0,0
21047,feeder,pm19_coverage_dependent,0,0
21049,feeder,pm19_coverage_dependent,0,0
21057,feeder,pm19_coverage_dependent,0,0
21067,feeder,pm19_coverage_dependent,0,0
21069,feeder,pm19_coverage_dependent,0,0
21073,feeder,pm19_coverage_dependent,0,0
21079,feeder,pm19_coverage_dependent,0,0
21085,feeder,pm19_coverage_dependent,0,0
21087,feeder,pm19_coverage_dependent,0,0
21093,feeder,pm19_coverage_dependent,0,0
21097,feeder,pm19_coverage_dependent,0,0
21103,feeder,pm19_coverage_dependent,0,0
21123,feeder,pm19_coverage_dependent,0,0
21137,feeder,pm19_coverage_dependent,0,0
21141,feeder,pm19_coverage_dependent,0,0
21149,feeder,pm19_coverage_dependent,0,0
21151,feeder,pm19_coverage_dependent,0,0
21155,feeder,pm19_coverage_dependent,0,0
21161,feeder,pm19_coverage_dependent,0,0
21163,feeder,pm19_coverage_dependent,0,0
21167,feeder,pm19_coverage_dependent,0,0
21169,feeder,pm19_coverage_dependent,0,0
21171,feeder,pm19_coverage_dependent,0,0
21173,feeder,pm19_coverage_dependent,0,0
21179,feeder,pm19_coverage_dependent,0,0
21181,feeder,pm19_coverage_dependent,0,0
21183,feeder,pm19_coverage_dependent,0,0
21199,feeder,pm19_coverage_dependent,0,0
21207,feeder,pm19_coverage_dependent,0,0
21209,feeder,pm19_coverage_dependent,0,0
21211,feeder,pm19_coverage_dependent,0,0
21217,feeder,pm19_coverage_dependent,0,0
21219,feeder,pm19_coverage_dependent,0,0
21221,feeder,pm19_coverage_dependent,0,0
21229,feeder,pm19_coverage_dependent,0,0
21231,feeder,pm19_coverage_dependent,0,0
21239,feeder,pm19_coverage_dependent,0,0
22069,feeder,pm19_coverage_dependent,0,0
24035,feeder,pm19_coverage_dependent,0,0
26057,feeder,pm19_coverage_dependent,0,0
27005,feeder,pm19_coverage_dependent,0,0
27007,feeder,pm19_coverage_dependent,0,0
27009,feeder,pm19_coverage_dependent,0,0
27015,feeder,pm19_coverage_dependent,0,0
27021,feeder,pm19_coverage_dependent,0,0
27027,feeder,pm19_coverage_dependent,0,0
27029,feeder,pm19_coverage_dependent,0,0
27035,feeder,pm19_coverage_dependent,0,0
27041,feeder,pm19_coverage_dependent,0,0
27045,feeder,pm19_coverage_dependent,0,0
27047,feeder,pm19_coverage_dependent,0,0
27055,feeder,pm19_coverage_dependent,0,0
27057,feeder,pm19_coverage_dependent,0,0
27069,feeder,pm19_coverage_dependent,0,0
27073,feeder,pm19_coverage_dependent,0,0
27081,feeder,pm19_coverage_dependent,0,0
27083,feeder,pm19_coverage_dependent,0,0
27087,feeder,pm19_coverage_dependent,0,0
27089,feeder,pm19_coverage_dependent,0,0
27091,feeder,pm19_coverage_dependent,0,0
27097,feeder,pm19_coverage_dependent,1.2,1.2
27101,feeder,pm19_coverage_dependent,0,0
27105,feeder,pm19_coverage_dependent,0,0
27107,feeder,pm19_coverage_dependent,0,0
27109,feeder,pm19_coverage_dependent,0,0
27111,feeder,pm19_coverage_dependent,0,0
27113,feeder,pm19_coverage_dependent,0,0
27117,feeder,pm19_coverage_dependent,0,0
27119,feeder,pm19_coverage_dependent,0.790909090909091,0.825
27121,feeder,pm19_coverage_dependent,0,0
27127,feeder,pm19_coverage_dependent,0,0
27133,feeder,pm19_coverage_dependent,0,0
27135,feeder,pm19_coverage_dependent,0,0
27145,feeder,pm19_coverage_dependent,0,0
27149,feeder,pm19_coverage_dependent,0,0
27153,feeder,pm19_coverage_dependent,0,0
27155,feeder,pm19_coverage_dependent,0,0
27157,feeder,pm19_coverage_dependent,0,0
27159,feeder,pm19_coverage_dependent,0,0
27165,feeder,pm19_coverage_dependent,0,0
27169,feeder,pm19_coverage_dependent,0,0
27171,feeder,pm19_coverage_dependent,0,0
27173,feeder,pm19_coverage_dependent,0,0
28017,feeder,pm19_coverage_dependent,0,0
28025,feeder,pm19_coverage_dependent,0,0
28031,feeder,pm19_coverage_dependent,0,0
28103,feeder,pm19_coverage_dependent,0,0
28107,feeder,pm19_coverage_dependent,0,0
28155,feeder,pm19_coverage_dependent,0,0
29001,feeder,pm19_coverage_dependent,0,0
29003,feeder,pm19_coverage_dependent,0,0
29005,feeder,pm19_coverage_dependent,0,0
29007,feeder,pm19_coverage_dependent,0,0
29009,feeder,pm19_coverage_dependent,1.57603305785124,1.575
29011,feeder,pm19_coverage_dependent,0,0
29013,feeder,pm19_coverage_dependent,0,0
29015,feeder,pm19_coverage_dependent,1.50753564154786,1.35384615384615
29017,feeder,pm19_coverage_dependent,0,0
29019,feeder,pm19_coverage_dependent,0,0
29021,feeder,pm19_coverage_dependent,0,0
29025,feeder,pm19_coverage_dependent,0,0
29027,feeder,pm19_coverage_dependent,1.2,1.2
29031,feeder,pm19_coverage_dependent,0,0
29033,feeder,pm19_coverage_dependent,0,0
29037,feeder,pm19_coverage_dependent,0,0
29039,feeder,pm19_coverage_dependent,0.98448275862069,0.95
29041,feeder,pm19_coverage_dependent,0,0
29043,feeder,pm19_coverage_dependent,0,0
29045,feeder,pm19_coverage_dependent,0,0
29047,feeder,pm19_coverage_dependent,0,0
29049,feeder,pm19_coverage_dependent,0,0
29051,feeder,pm19_coverage_dependent,0,0
29053,feeder,pm19_coverage_dependent,0.7,0.7
29057,feeder,pm19_coverage_dependent,0,0
29059,feeder,pm19_coverage_dependent,0,0
29061,feeder,pm19_coverage_dependent,0,0
29063,feeder,pm19_coverage_dependent,0.985714285714286,0.9
29071,feeder,pm19_coverage_dependent,0,0
29073,feeder,pm19_coverage_dependent,0,0
29075,feeder,pm19_coverage_dependent,0.91469465648855,0.866666666666667
29077,feeder,pm19_coverage_dependent,0,0
29079,feeder,pm19_coverage_dependent,0,0
29081,feeder,pm19_coverage_dependent,0.7,0.7
29083,feeder,pm19_coverage_dependent,0,0
29085,feeder,pm19_coverage_dependent,0,0
29089,feeder,pm19_coverage_dependent,0,0
29091,feeder,pm19_coverage_dependent,0,0
29097,feeder,pm19_coverage_dependent,0,0
29101,feeder,pm19_coverage_dependent,0,0
29103,feeder,pm19_coverage_dependent,0,0
29105,feeder,pm19_coverage_dependent,0,0
29107,feeder,pm19_coverage_dependent,0.979255319148936,1
29109,feeder,pm19_coverage_dependent,0,0
29111,feeder,pm19_coverage_dependent,0,0
29115,feeder,pm19_coverage_dependent,0,0
29117,feeder,pm19_coverage_dependent,0,0
29119,feeder,pm19_coverage_dependent,0,0
29121,feeder,pm19_coverage_dependent,0,0
29125,feeder,pm19_coverage_dependent,0,0
29127,feeder,pm19_coverage_dependent,0,0
29129,feeder,pm19_coverage_dependent,0,0
29135,feeder,pm19_coverage_dependent,0.7,0.7
29137,feeder,pm19_coverage_dependent,0,0
29141,feeder,pm19_coverage_dependent,0.7,0.7
29145,feeder,pm19_coverage_dependent,0,0
29147,feeder,pm19_coverage_dependent,0,0
29151,feeder,pm19_coverage_dependent,0,0
29157,feeder,pm19_coverage_dependent,0,0
29159,feeder,pm19_coverage_dependent,0,0
29163,feeder,pm19_coverage_dependent,0,0
29167,feeder,pm19_coverage_dependent,0,0
29171,feeder,pm19_coverage_dependent,0.7,0.7
29173,feeder,pm19_coverage_dependent,0,0
29175,feeder,pm19_coverage_dependent,0,0
29177,feeder,pm19_coverage_dependent,0,0
29185,feeder,pm19_coverage_dependent,0,0
29186,feeder,pm19_coverage_dependent,0,0
29195,feeder,pm19_coverage_dependent,0,0
29197,feeder,pm19_coverage_dependent,0,0
29199,feeder,pm19_coverage_dependent,0,0
29201,feeder,pm19_coverage_dependent,0,0
29205,feeder,pm19_coverage_dependent,0,0
29207,feeder,pm19_coverage_dependent,0,0
29211,feeder,pm19_coverage_dependent,0,0
29215,feeder,pm19_coverage_dependent,0,0
29217,feeder,pm19_coverage_dependent,0,0
29223,feeder,pm19_coverage_dependent,0,0
29225,feeder,pm19_coverage_dependent,0,0
29227,feeder,pm19_coverage_dependent,0,0
29229,feeder,pm19_coverage_dependent,0,0
30001,feeder,pm19_coverage_dependent,0,0
30003,feeder,pm19_coverage_dependent,0,0
30005,feeder,pm19_coverage_dependent,0,0
30007,feeder,pm19_coverage_dependent,0,0
30009,feeder,pm19_coverage_dependent,0,0
30011,feeder,pm19_coverage_dependent,0,0
30013,feeder,pm19_coverage_dependent,0,0
30015,feeder,pm19_coverage_dependent,0,0
30017,feeder,pm19_coverage_dependent,0,0
30021,feeder,pm19_coverage_dependent,0,0
30025,feeder,pm19_coverage_dependent,0,0
30027,feeder,pm19_coverage_dependent,0,0
30031,feeder,pm19_coverage_dependent,0,0
30033,feeder,pm19_coverage_dependent,0,0
30035,feeder,pm19_coverage_dependent,0,0
30037,feeder,pm19_coverage_dependent,0,0
30041,feeder,pm19_coverage_dependent,0,0
30045,feeder,pm19_coverage_dependent,0,0
30047,feeder,pm19_coverage_dependent,0,0
30049,feeder,pm19_coverage_dependent,0,0
30051,feeder,pm19_coverage_dependent,0,0
30055,feeder,pm19_coverage_dependent,0,0
30057,feeder,pm19_coverage_dependent,0,0
30065,feeder,pm19_coverage_dependent,0,0
30069,feeder,pm19_coverage_dependent,0,0
30071,feeder,pm19_coverage_dependent,0.7,0.7
30073,feeder,pm19_coverage_dependent,0,0
30075,feeder,pm19_coverage_dependent,0,0
30079,feeder,pm19_coverage_dependent,0,0
30083,feeder,pm19_coverage_dependent,0,0
30085,feeder,pm19_coverage_dependent,0,0
30087,feeder,pm19_coverage_dependent,0,0
30091,feeder,pm19_coverage_dependent,0,0
30095,feeder,pm19_coverage_dependent,0,0
30097,feeder,pm19_coverage_dependent,0,0
30099,feeder,pm19_coverage_dependent,0,0
30101,feeder,pm19_coverage_dependent,0,0
30105,feeder,pm19_coverage_dependent,0,0
30107,feeder,pm19_coverage_dependent,0,0
30109,feeder,pm19_coverage_dependent,0,0
30111,feeder,pm19_coverage_dependent,0,0
31001,feeder,pm19_coverage_dependent,0.7,0.7
31003,feeder,pm19_coverage_dependent,0.988888888888889,0.914285714285714
31005,feeder,pm19_coverage_dependent,0,0
31007,feeder,pm19_coverage_dependent,0,0
31009,feeder,pm19_coverage_dependent,0,0
31011,feeder,pm19_coverage_dependent,0,0
31013,feeder,pm19_coverage_dependent,0,0
31015,feeder,pm19_coverage_dependent,0,0
31017,feeder,pm19_coverage_dependent,0,0
31019,feeder,pm19_coverage_dependent,0.796774193548387,0.9
31021,feeder,pm19_coverage_dependent,0,0
31023,feeder,pm19_coverage_dependent,0,0
31027,feeder,pm19_coverage_dependent,0.7,0.7
31029,feeder,pm19_coverage_dependent,0.716291067064893,0.866666666666667
31031,feeder,pm19_coverage_dependent,1.2,1.2
31033,feeder,pm19_coverage_dependent,0,0
31035,feeder,pm19_coverage_dependent,0.7,0.7
31037,feeder,pm19_coverage_dependent,0,0
31039,feeder,pm19_coverage_dependent,0,0
31041,feeder,pm19_coverage_dependent,0.7,0.7
31045,feeder,pm19_coverage_dependent,0.829629629629629,0.866666666666667
31047,feeder,pm19_coverage_dependent,0.792307692307692,0.894444444444445
31049,feeder,pm19_coverage_dependent,0,0
31051,feeder,pm19_coverage_dependent,0.864556962025316,0.825
31053,feeder,pm19_coverage_dependent,0,0
31057,feeder,pm19_coverage_dependent,0.7,0.7
31059,feeder,pm19_coverage_dependent,0,0
31061,feeder,pm19_coverage_dependent,0,0
31063,feeder,pm19_coverage_dependent,0.7,0.7
31065,feeder,pm19_coverage_dependent,0.744444444444445,0.75
31067,feeder,pm19_coverage_dependent,0,0
31069,feeder,pm19_coverage_dependent,0.7,0.7
31071,feeder,pm19_coverage_dependent,0,0
31073,feeder,pm19_coverage_dependent,1.43404255319149,1.45
31077,feeder,pm19_coverage_dependent,0,0
31079,feeder,pm19_coverage_dependent,0.7,0.7
31081,feeder,pm19_coverage_dependent,0,0
31083,feeder,pm19_coverage_dependent,0.7,0.7
31085,feeder,pm19_coverage_dependent,0.7,0.7
31087,feeder,pm19_coverage_dependent,0,0
31089,feeder,pm19_coverage_dependent,0,0
31093,feeder,pm19_coverage_dependent,0.915982721382289,0.9
31095,feeder,pm19_coverage_dependent,0.7,0.7
31097,feeder,pm19_coverage_dependent,0.723809523809524,0.727777777777778
31099,feeder,pm19_coverage_dependent,0,0
31101,feeder,pm19_coverage_dependent,0,0
31103,feeder,pm19_coverage_dependent,0,0
31105,feeder,pm19_coverage_dependent,0.7,0.7
31107,feeder,pm19_coverage_dependent,0,0
31109,feeder,pm19_coverage_dependent,0,0
31111,feeder,pm19_coverage_dependent,0.980851063829787,0.922222222222222
31113,feeder,pm19_coverage_dependent,0.7,0.7
31115,feeder,pm19_coverage_dependent,0,0
31117,feeder,pm19_coverage_dependent,0,0
31119,feeder,pm19_coverage_dependent,0.750179211469534,0.853846153846154
31121,feeder,pm19_coverage_dependent,0,0
31123,feeder,pm19_coverage_dependent,1.14871794871795,0.866666666666667
31125,feeder,pm19_coverage_dependent,0,0
31127,feeder,pm19_coverage_dependent,0,0
31129,feeder,pm19_coverage_dependent,0.7,0.7
31131,feeder,pm19_coverage_dependent,0,0
31133,feeder,pm19_coverage_dependent,0,0
31135,feeder,pm19_coverage_dependent,0.7,0.7
31137,feeder,pm19_coverage_dependent,0.7,0.7
31139,feeder,pm19_coverage_dependent,0,0
31141,feeder,pm19_coverage_dependent,0.766666666666667,0.866666666666667
31143,feeder,pm19_coverage_dependent,0,0
31145,feeder,pm19_coverage_dependent,0.7,0.7
31147,feeder,pm19_coverage_dependent,0,0
31149,feeder,pm19_coverage_dependent,0,0
31151,feeder,pm19_coverage_dependent,0,0
31155,feeder,pm19_coverage_dependent,0,0
31157,feeder,pm19_coverage_dependent,0,0
31159,feeder,pm19_coverage_dependent,0.71271186440678,0.771428571428571
31161,feeder,pm19_coverage_dependent,0.7,0.7
31163,feeder,pm19_coverage_dependent,0.767204301075269,0.75
31165,feeder,pm19_coverage_dependent,0.7,0.7
31167,feeder,pm19_coverage_dependent,0,0
31169,feeder,pm19_coverage_dependent,0.7,0.7
31171,feeder,pm19_coverage_dependent,0,0
31173,feeder,pm19_coverage_dependent,0,0
31175,feeder,pm19_coverage_dependent,0,0
31177,feeder,pm19_coverage_dependent,0,0
31179,feeder,pm19_coverage_dependent,0,0
31181,feeder,pm19_coverage_dependent,0.79375,0.842857142857143
31183,feeder,pm19_coverage_dependent,0,0
31185,feeder,pm19_coverage_dependent,0,0
32001,feeder,pm19_coverage_dependent,0,0
32007,feeder,pm19_coverage_dependent,0,0
32013,feeder,pm19_coverage_dependent,0,0
32019,feeder,pm19_coverage_dependent,0,0
32033,feeder,pm19_coverage_dependent,0,0
35005,feeder,pm19_coverage_dependent,0,0
35006,feeder,pm19_coverage_dependent,0,0
35007,feeder,pm19_coverage_dependent,0,0
35009,feeder,pm19_coverage_dependent,0,0
35011,feeder,pm19_coverage_dependent,0,0
35015,feeder,pm19_coverage_dependent,0,0
35017,feeder,pm19_coverage_dependent,0,0
35019,feeder,pm19_coverage_dependent,0,0
35021,feeder,pm19_coverage_dependent,0,0
35025,feeder,pm19_coverage_dependent,0,0
35035,feeder,pm19_coverage_dependent,0,0
35037,feeder,pm19_coverage_dependent,0,0
35041,feeder,pm19_coverage_dependent,0,0
35047,feeder,pm19_coverage_dependent,0,0
35051,feeder,pm19_coverage_dependent,0,0
35053,feeder,pm19_coverage_dependent,0,0
35057,feeder,pm19_coverage_dependent,0,0
35059,feeder,pm19_coverage_dependent,0,0
36011,feeder,pm19_coverage_dependent,0,0
37035,feeder,pm19_coverage_dependent,0,0
37045,feeder,pm19_coverage_dependent,0,0
37061,feeder,pm19_coverage_dependent,0,0
37179,feeder,pm19_coverage_dependent,0,0
38001,feeder,pm19_coverage_dependent,0.7,0.7
38003,feeder,pm19_coverage_dependent,0,0
38005,feeder,pm19_coverage_dependent,0,0
38007,feeder,pm19_coverage_dependent,0.7,0.7
38009,feeder,pm19_coverage_dependent,0,0
38011,feeder,pm19_coverage_dependent,0.7,0.7
38015,feeder,pm19_coverage_dependent,0.984263959390863,1
38017,feeder,pm19_coverage_dependent,0,0
38019,feeder,pm19_coverage_dependent,0,0
38021,feeder,pm19_coverage_dependent,0.7,0.7
38023,feeder,pm19_coverage_dependent,0,0
38025,feeder,pm19_coverage_dependent,1.2,1.2
38027,feeder,pm19_coverage_dependent,0,0
38029,feeder,pm19_coverage_dependent,0,0
38031,feeder,pm19_coverage_dependent,0,0
38033,feeder,pm19_coverage_dependent,0.7,0.7
38035,feeder,pm19_coverage_dependent,0,0
38037,feeder,pm19_coverage_dependent,0,0
38039,feeder,pm19_coverage_dependent,0,0
38041,feeder,pm19_coverage_dependent,1.19416342412451,1.2
38043,feeder,pm19_coverage_dependent,0.7,0.7
38045,feeder,pm19_coverage_dependent,0.7,0.7
38047,feeder,pm19_coverage_dependent,0.7,0.7
38049,feeder,pm19_coverage_dependent,1.53742331288344,1.4
38051,feeder,pm19_coverage_dependent,0,0
38053,feeder,pm19_coverage_dependent,0.7,0.7
38055,feeder,pm19_coverage_dependent,0.7,0.7
38057,feeder,pm19_coverage_dependent,0.964830508474576,0.866666666666667
38059,feeder,pm19_coverage_dependent,1.17765793528505,1.03333333333333
38061,feeder,pm19_coverage_dependent,0,0
38063,feeder,pm19_coverage_dependent,0,0
38065,feeder,pm19_coverage_dependent,0.7,0.7
38067,feeder,pm19_coverage_dependent,0,0
38069,feeder,pm19_coverage_dependent,0,0
38071,feeder,pm19_coverage_dependent,0,0
38073,feeder,pm19_coverage_dependent,0,0
38075,feeder,pm19_coverage_dependent,0,0
38077,feeder,pm19_coverage_dependent,0.7,0.7
38079,feeder,pm19_coverage_dependent,0,0
38081,feeder,pm19_coverage_dependent,1.08461538461538,1.03333333333333
38083,feeder,pm19_coverage_dependent,0,0
38085,feeder,pm19_coverage_dependent,0,0
38087,feeder,pm19_coverage_dependent,0.7,0.7
38089,feeder,pm19_coverage_dependent,0.7,0.7
38091,feeder,pm19_coverage_dependent,0,0
38093,feeder,pm19_coverage_dependent,0.7,0.7
38095,feeder,pm19_coverage_dependent,0,0
38099,feeder,pm19_coverage_dependent,0,0
38101,feeder,pm19_coverage_dependent,0.7,0.7
38103,feeder,pm19_coverage_dependent,0.989473684210526,0.95
38105,feeder,pm19_coverage_dependent,0,0
39023,feeder,pm19_coverage_dependent,0,0
39053,feeder,pm19_coverage_dependent,0,0
39079,feeder,pm19_coverage_dependent,0,0
39107,feeder,pm19_coverage_dependent,0,0
39119,feeder,pm19_coverage_dependent,0,0
40003,feeder,pm19_coverage_dependent,0,0
40007,feeder,pm19_coverage_dependent,0,0
40009,feeder,pm19_coverage_dependent,0,0
40011,feeder,pm19_coverage_dependent,0,0
40013,feeder,pm19_coverage_dependent,0,0
40015,feeder,pm19_coverage_dependent,0,0
40017,feeder,pm19_coverage_dependent,0,0
40019,feeder,pm19_coverage_dependent,0,0
40023,feeder,pm19_coverage_dependent,0,0
40025,feeder,pm19_coverage_dependent,0,0
40031,feeder,pm19_coverage_dependent,0,0
40033,feeder,pm19_coverage_dependent,0,0
40035,feeder,pm19_coverage_dependent,0,0
40039,feeder,pm19_coverage_dependent,0,0
40041,feeder,pm19_coverage_dependent,0,0
40043,feeder,pm19_coverage_dependent,0,0
40045,feeder,pm19_coverage_dependent,0,0
40047,feeder,pm19_coverage_dependent,1.31270491803279,1.2
40049,feeder,pm19_coverage_dependent,0,0
40051,feeder,pm19_coverage_dependent,0,0
40053,feeder,pm19_coverage_dependent,1.2,1.2
40055,feeder,pm19_coverage_dependent,0,0
40057,feeder,pm19_coverage_dependent,1.38435754189944,1.28333333333333
40059,feeder,pm19_coverage_dependent,0,0
40065,feeder,pm19_coverage_dependent,0,0
40067,feeder,pm19_coverage_dependent,0,0
40071,feeder,pm19_coverage_dependent,0.925714285714286,1.03333333333333
40073,feeder,pm19_coverage_dependent,0.742242703533026,0.771428571428571
40075,feeder,pm19_coverage_dependent,0,0
40079,feeder,pm19_coverage_dependent,0,0
40081,feeder,pm19_coverage_dependent,0,0
40083,feeder,pm19_coverage_dependent,0,0
40087,feeder,pm19_coverage_dependent,0,0
40089,feeder,pm19_coverage_dependent,0,0
40093,feeder,pm19_coverage_dependent,0,0
40097,feeder,pm19_coverage_dependent,0,0
40101,feeder,pm19_coverage_dependent,0,0
40103,feeder,pm19_coverage_dependent,1.42230691056911,1.46315789473684
40105,feeder,pm19_coverage_dependent,0,0
40109,feeder,pm19_coverage_dependent,0,0
40113,feeder,pm19_coverage_dependent,0,0
40115,feeder,pm19_coverage_dependent,0,0
40117,feeder,pm19_coverage_dependent,0,0
40119,feeder,pm19_coverage_dependent,0,0
40129,feeder,pm19_coverage_dependent,0,0
40131,feeder,pm19_coverage_dependent,0,0
40137,feeder,pm19_coverage_dependent,0,0
40139,feeder,pm19_coverage_dependent,0,0
40141,feeder,pm19_coverage_dependent,0.711965539246969,0.790909090909091
40147,feeder,pm19_coverage_dependent,0,0
40149,feeder,pm19_coverage_dependent,0,0
40151,feeder,pm19_coverage_dependent,0,0
40153,feeder,pm19_coverage_dependent,0,0
41001,feeder,pm19_coverage_dependent,0,0
41013,feeder,pm19_coverage_dependent,0,0
41015,feeder,pm19_coverage_dependent,0,0
41019,feeder,pm19_coverage_dependent,0,0
41023,feeder,pm19_coverage_dependent,0,0
41025,feeder,pm19_coverage_dependent,0,0
41031,feeder,pm19_coverage_dependent,0,0
41035,feeder,pm19_coverage_dependent,0,0
41037,feeder,pm19_coverage_dependent,0,0
41043,feeder,pm19_coverage_dependent,0,0
41045,feeder,pm19_coverage_dependent,0,0
41049,feeder,pm19_coverage_dependent,0,0
41059,feeder,pm19_coverage_dependent,0,0
41061,feeder,pm19_coverage_dependent,0,0
41063,feeder,pm19_coverage_dependent,0,0
41065,feeder,pm19_coverage_dependent,0,0
45025,feeder,pm19_coverage_dependent,0,0
45091,feeder,pm19_coverage_dependent,0,0
46003,feeder,pm19_coverage_dependent,0.720563594821021,0.725
46005,feeder,pm19_coverage_dependent,0.709020386072524,0.71219512195122
46007,feeder,pm19_coverage_dependent,0,0
46009,feeder,pm19_coverage_dependent,0.7,0.7
46011,feeder,pm19_coverage_dependent,0.7,0.7
46013,feeder,pm19_coverage_dependent,0.726910656620022,0.73125
46015,feeder,pm19_coverage_dependent,0,0
46017,feeder,pm19_coverage_dependent,0,0
46019,feeder,pm19_coverage_dependent,0.7,0.7
46021,feeder,pm19_coverage_dependent,0.7,0.7
46023,feeder,pm19_coverage_dependent,0.7,0.7
