cattle_type,month,coverage_bin,coverage_label,bin_order,insured_head,endorsements,head_share,endorsement_share
fed,2017-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-03-01,b90_94,90--94.99%,4,115,1,0.136741973840666,0.142857142857143
fed,2017-03-01,b95_100,95--100%,5,726,6,0.863258026159334,0.857142857142857
fed,2017-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-04-01,b85_89,85--89.99%,3,45,1,0.018359853121175,0.0909090909090909
fed,2017-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2017-04-01,b95_100,95--100%,5,2406,10,0.981640146878825,0.909090909090909
fed,2017-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-05-01,b90_94,90--94.99%,4,200,1,0.904977375565611,0.5
fed,2017-05-01,b95_100,95--100%,5,21,1,0.0950226244343891,0.5
fed,2017-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-09-01,b85_89,85--89.99%,3,15,1,0.0177095631641086,0.1
fed,2017-09-01,b90_94,90--94.99%,4,20,1,0.0236127508854782,0.1
fed,2017-09-01,b95_100,95--100%,5,812,8,0.958677685950413,0.8
fed,2017-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-10-01,b90_94,90--94.99%,4,20,1,0.0699300699300699,0.166666666666667
fed,2017-10-01,b95_100,95--100%,5,266,5,0.93006993006993,0.833333333333333
fed,2017-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2017-11-01,b95_100,95--100%,5,347,5,1,1
fed,2018-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2018-02-01,b95_100,95--100%,5,120,2,1,1
fed,2019-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2019-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2019-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2019-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2019-10-01,b95_100,95--100%,5,15,1,1,1
fed,2014-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-04-01,b90_94,90--94.99%,4,66,1,0.195266272189349,0.2
fed,2014-04-01,b95_100,95--100%,5,272,4,0.804733727810651,0.8
fed,2014-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-08-01,b90_94,90--94.99%,4,0,0,0,0
fed,2014-08-01,b95_100,95--100%,5,300,3,1,1
fed,2014-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-10-01,b90_94,90--94.99%,4,460,3,0.347169811320755,0.428571428571429
fed,2014-10-01,b95_100,95--100%,5,865,4,0.652830188679245,0.571428571428571
fed,2014-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-11-01,b90_94,90--94.99%,4,60,1,0.206896551724138,0.2
fed,2014-11-01,b95_100,95--100%,5,230,4,0.793103448275862,0.8
fed,2015-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2015-02-01,b95_100,95--100%,5,285,3,1,1
fed,2015-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-03-01,b90_94,90--94.99%,4,125,1,0.0957854406130268,0.166666666666667
fed,2015-03-01,b95_100,95--100%,5,1180,5,0.904214559386973,0.833333333333333
fed,2015-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2015-04-01,b95_100,95--100%,5,1539,5,1,1
fed,2015-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2015-06-01,b95_100,95--100%,5,349,4,1,1
fed,2005-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-05-01,b80_84,80--84.99%,2,300,1,0.335570469798658,0.166666666666667
fed,2005-05-01,b85_89,85--89.99%,3,530,3,0.592841163310962,0.5
fed,2005-05-01,b90_94,90--94.99%,4,64,2,0.0715883668903803,0.333333333333333
fed,2005-05-01,b95_100,95--100%,5,0,0,0,0
fed,2021-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2021-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2021-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2021-05-01,b90_94,90--94.99%,4,300,3,0.0754147812971342,0.1
fed,2021-05-01,b95_100,95--100%,5,3678,27,0.924585218702866,0.9
fed,2012-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-07-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-07-01,b95_100,95--100%,5,1900,6,1,1
fed,2012-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-11-01,b95_100,95--100%,5,383,2,1,1
fed,2012-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2012-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2012-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2012-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2012-12-01,b95_100,95--100%,5,358,4,1,1
fed,2013-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-06-01,b95_100,95--100%,5,672,3,1,1
fed,2014-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-07-01,b90_94,90--94.99%,4,279,2,0.36,0.333333333333333
fed,2014-07-01,b95_100,95--100%,5,496,4,0.64,0.666666666666667
fed,2014-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-09-01,b90_94,90--94.99%,4,50,1,0.239234449760766,0.2
fed,2014-09-01,b95_100,95--100%,5,159,4,0.760765550239234,0.8
fed,2014-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-12-01,b90_94,90--94.99%,4,158,3,0.126298960831335,0.272727272727273
fed,2014-12-01,b95_100,95--100%,5,1093,8,0.873701039168665,0.727272727272727
fed,2015-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2015-01-01,b95_100,95--100%,5,38,1,1,1
fed,2020-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2020-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2020-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2020-12-01,b90_94,90--94.99%,4,335,3,0.118082481494536,0.130434782608696
fed,2020-12-01,b95_100,95--100%,5,2502,20,0.881917518505464,0.869565217391304
fed,2017-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2017-02-01,b95_100,95--100%,5,120,2,1,1
fed,2005-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-08-01,b85_89,85--89.99%,3,500,1,0.727802037845706,0.2
fed,2005-08-01,b90_94,90--94.99%,4,187,4,0.272197962154294,0.8
fed,2005-08-01,b95_100,95--100%,5,0,0,0,0
fed,2005-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2005-09-01,b90_94,90--94.99%,4,943,8,1,1
fed,2005-09-01,b95_100,95--100%,5,0,0,0,0
fed,2005-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2005-10-01,b90_94,90--94.99%,4,584,7,1,1
fed,2005-10-01,b95_100,95--100%,5,0,0,0,0
fed,2005-12-01,b70_79,70--79.99%,1,200,2,0.148809523809524,0.166666666666667
fed,2005-12-01,b80_84,80--84.99%,2,300,3,0.223214285714286,0.25
fed,2005-12-01,b85_89,85--89.99%,3,110,1,0.0818452380952381,0.0833333333333333
fed,2005-12-01,b90_94,90--94.99%,4,734,6,0.546130952380952,0.5
fed,2005-12-01,b95_100,95--100%,5,0,0,0,0
fed,2006-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-06-01,b85_89,85--89.99%,3,100,1,0.333333333333333,0.5
fed,2006-06-01,b90_94,90--94.99%,4,200,1,0.666666666666667,0.5
fed,2006-06-01,b95_100,95--100%,5,0,0,0,0
fed,2009-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-01-01,b85_89,85--89.99%,3,150,1,0.555555555555556,0.333333333333333
fed,2009-01-01,b90_94,90--94.99%,4,120,2,0.444444444444444,0.666666666666667
fed,2009-01-01,b95_100,95--100%,5,0,0,0,0
fed,2020-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2020-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2020-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2020-11-01,b90_94,90--94.99%,4,274,5,0.0669926650366748,0.185185185185185
fed,2020-11-01,b95_100,95--100%,5,3816,22,0.933007334963325,0.814814814814815
fed,2005-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2005-07-01,b90_94,90--94.99%,4,265,4,1,1
fed,2005-07-01,b95_100,95--100%,5,0,0,0,0
fed,2006-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-07-01,b85_89,85--89.99%,3,40,1,0.666666666666667,0.5
fed,2006-07-01,b90_94,90--94.99%,4,20,1,0.333333333333333,0.5
fed,2006-07-01,b95_100,95--100%,5,0,0,0,0
fed,2006-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-08-01,b85_89,85--89.99%,3,861,7,0.778481012658228,0.7
fed,2006-08-01,b90_94,90--94.99%,4,245,3,0.221518987341772,0.3
fed,2006-08-01,b95_100,95--100%,5,0,0,0,0
fed,2007-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-01-01,b90_94,90--94.99%,4,535,2,1,1
fed,2007-01-01,b95_100,95--100%,5,0,0,0,0
fed,2020-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2020-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2020-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2020-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2020-01-01,b95_100,95--100%,5,504,4,1,1
fed,2005-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-11-01,b85_89,85--89.99%,3,450,3,0.530035335689046,0.272727272727273
fed,2005-11-01,b90_94,90--94.99%,4,399,8,0.469964664310954,0.727272727272727
fed,2005-11-01,b95_100,95--100%,5,0,0,0,0
fed,2006-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2006-03-01,b90_94,90--94.99%,4,785,4,0.91812865497076,0.8
fed,2006-03-01,b95_100,95--100%,5,70,1,0.0818713450292398,0.2
fed,2005-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2005-04-01,b90_94,90--94.99%,4,93,2,1,1
fed,2005-04-01,b95_100,95--100%,5,0,0,0,0
fed,2008-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-12-01,b90_94,90--94.99%,4,131,2,0.237749546279492,0.333333333333333
fed,2008-12-01,b95_100,95--100%,5,420,4,0.762250453720508,0.666666666666667
fed,2009-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-07-01,b90_94,90--94.99%,4,40,1,0.102564102564103,0.333333333333333
fed,2009-07-01,b95_100,95--100%,5,350,2,0.897435897435897,0.666666666666667
fed,2006-09-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-09-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-09-01,b85_89,85--89.99%,3,0,0,0,0
fed,2006-09-01,b90_94,90--94.99%,4,60,1,1,1
fed,2006-09-01,b95_100,95--100%,5,0,0,0,0
fed,2007-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2007-11-01,b95_100,95--100%,5,150,1,1,1
fed,2006-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2006-11-01,b90_94,90--94.99%,4,64,1,1,1
fed,2006-11-01,b95_100,95--100%,5,0,0,0,0
fed,2009-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-02-01,b95_100,95--100%,5,344,5,1,1
fed,2006-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-01-01,b85_89,85--89.99%,3,80,1,0.0210692652093758,0.1
fed,2006-01-01,b90_94,90--94.99%,4,3717,9,0.978930734790624,0.9
fed,2006-01-01,b95_100,95--100%,5,0,0,0,0
fed,2007-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-03-01,b90_94,90--94.99%,4,800,3,1,1
fed,2007-03-01,b95_100,95--100%,5,0,0,0,0
fed,2007-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-04-01,b90_94,90--94.99%,4,1500,2,1,1
fed,2007-04-01,b95_100,95--100%,5,0,0,0,0
fed,2018-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2018-10-01,b95_100,95--100%,5,172,3,1,1
fed,2011-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-03-01,b90_94,90--94.99%,4,150,2,0.177725118483412,0.25
fed,2011-03-01,b95_100,95--100%,5,694,6,0.822274881516588,0.75
fed,2016-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2016-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2016-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2016-10-01,b90_94,90--94.99%,4,200,1,0.179856115107914,0.142857142857143
fed,2016-10-01,b95_100,95--100%,5,912,6,0.820143884892086,0.857142857142857
fed,2018-08-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-08-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-08-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-08-01,b90_94,90--94.99%,4,65,1,1,1
fed,2018-08-01,b95_100,95--100%,5,0,0,0,0
fed,2006-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-02-01,b85_89,85--89.99%,3,298,3,0.151576805696846,0.214285714285714
fed,2006-02-01,b90_94,90--94.99%,4,1668,11,0.848423194303154,0.785714285714286
fed,2006-02-01,b95_100,95--100%,5,0,0,0,0
fed,2006-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2006-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2006-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2006-05-01,b90_94,90--94.99%,4,85,1,1,1
fed,2006-05-01,b95_100,95--100%,5,0,0,0,0
fed,2015-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-05-01,b90_94,90--94.99%,4,127,3,0.312039312039312,0.375
fed,2015-05-01,b95_100,95--100%,5,280,5,0.687960687960688,0.625
fed,2015-07-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-07-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-07-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-07-01,b90_94,90--94.99%,4,14,1,0.0853658536585366,0.333333333333333
fed,2015-07-01,b95_100,95--100%,5,150,2,0.914634146341463,0.666666666666667
fed,2015-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2015-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2015-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2015-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2015-10-01,b95_100,95--100%,5,2268,5,1,1
fed,2016-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2016-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2016-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2016-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2016-06-01,b95_100,95--100%,5,95,2,1,1
fed,2005-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-01-01,b85_89,85--89.99%,3,200,1,0.28735632183908,0.125
fed,2005-01-01,b90_94,90--94.99%,4,496,7,0.71264367816092,0.875
fed,2005-01-01,b95_100,95--100%,5,0,0,0,0
fed,2018-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2018-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2018-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2018-01-01,b90_94,90--94.99%,4,65,1,1,1
fed,2018-01-01,b95_100,95--100%,5,0,0,0,0
fed,2005-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2005-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2005-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2005-06-01,b90_94,90--94.99%,4,760,3,1,1
fed,2005-06-01,b95_100,95--100%,5,0,0,0,0
fed,2009-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-10-01,b95_100,95--100%,5,500,5,1,1
fed,2010-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-04-01,b90_94,90--94.99%,4,36,1,0.0566037735849057,0.0909090909090909
fed,2010-04-01,b95_100,95--100%,5,600,10,0.943396226415094,0.909090909090909
fed,2011-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-01-01,b95_100,95--100%,5,322,2,1,1
fed,2011-02-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-02-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-02-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-02-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-02-01,b95_100,95--100%,5,119,2,1,1
fed,2010-03-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-03-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-03-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-03-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-03-01,b95_100,95--100%,5,2550,20,1,1
fed,2010-11-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-11-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-11-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-11-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-11-01,b95_100,95--100%,5,367,5,1,1
fed,2013-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-01-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-01-01,b95_100,95--100%,5,100,1,1,1
fed,2014-06-01,b70_79,70--79.99%,1,0,0,0,0
fed,2014-06-01,b80_84,80--84.99%,2,0,0,0,0
fed,2014-06-01,b85_89,85--89.99%,3,0,0,0,0
fed,2014-06-01,b90_94,90--94.99%,4,0,0,0,0
fed,2014-06-01,b95_100,95--100%,5,3858,12,1,1
fed,2007-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2007-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2007-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2007-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2007-12-01,b95_100,95--100%,5,385,5,1,1
fed,2008-01-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-01-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-01-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-01-01,b90_94,90--94.99%,4,46,1,0.0619946091644205,0.25
fed,2008-01-01,b95_100,95--100%,5,696,3,0.93800539083558,0.75
fed,2008-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-04-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-04-01,b90_94,90--94.99%,4,0,0,0,0
fed,2008-04-01,b95_100,95--100%,5,55,1,1,1
fed,2008-05-01,b70_79,70--79.99%,1,0,0,0,0
fed,2008-05-01,b80_84,80--84.99%,2,0,0,0,0
fed,2008-05-01,b85_89,85--89.99%,3,0,0,0,0
fed,2008-05-01,b90_94,90--94.99%,4,13,1,1,1
fed,2008-05-01,b95_100,95--100%,5,0,0,0,0
fed,2009-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2009-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2009-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2009-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2009-12-01,b95_100,95--100%,5,207,2,1,1
fed,2010-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2010-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2010-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2010-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2010-12-01,b95_100,95--100%,5,563,4,1,1
fed,2011-10-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-10-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-10-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-10-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-10-01,b95_100,95--100%,5,412,3,1,1
fed,2011-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2011-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2011-12-01,b95_100,95--100%,5,117,1,1,1
fed,2013-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2013-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2013-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2013-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2013-12-01,b95_100,95--100%,5,373,2,1,1
fed,2017-12-01,b70_79,70--79.99%,1,0,0,0,0
fed,2017-12-01,b80_84,80--84.99%,2,0,0,0,0
fed,2017-12-01,b85_89,85--89.99%,3,0,0,0,0
fed,2017-12-01,b90_94,90--94.99%,4,0,0,0,0
fed,2017-12-01,b95_100,95--100%,5,100,1,1,1
fed,2011-04-01,b70_79,70--79.99%,1,0,0,0,0
fed,2011-04-01,b80_84,80--84.99%,2,0,0,0,0
fed,2011-04-01,b85_89,85--89.99%,3,0,0,0,0
