cattle_type,month,coverage_bin,coverage_label,bin_order,insured_head,endorsements,head_share,endorsement_share
feeder,2016-11-01,b95_100,95--100%,5,7315,91,0.730039920159681,0.798245614035088
feeder,2017-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-05-01,b85_89,85--89.99%,3,1030,14,0.0551096843231675,0.0471380471380471
feeder,2017-05-01,b90_94,90--94.99%,4,1348,29,0.0721241305510969,0.0976430976430976
feeder,2017-05-01,b95_100,95--100%,5,16312,254,0.872766185125736,0.855218855218855
feeder,2017-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-12-01,b80_84,80--84.99%,2,120,1,0.150187734668335,0.111111111111111
feeder,2017-12-01,b85_89,85--89.99%,3,200,1,0.250312891113892,0.111111111111111
feeder,2017-12-01,b90_94,90--94.99%,4,139,4,0.173967459324155,0.444444444444444
feeder,2017-12-01,b95_100,95--100%,5,340,3,0.425531914893617,0.333333333333333
feeder,2018-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-01-01,b85_89,85--89.99%,3,1740,3,0.346130893176845,0.0967741935483871
feeder,2018-01-01,b90_94,90--94.99%,4,1636,6,0.325442609906505,0.193548387096774
feeder,2018-01-01,b95_100,95--100%,5,1651,22,0.32842649691665,0.709677419354839
feeder,2018-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-02-01,b85_89,85--89.99%,3,261,4,0.0751728110599078,0.0930232558139535
feeder,2018-02-01,b90_94,90--94.99%,4,655,10,0.188652073732719,0.232558139534884
feeder,2018-02-01,b95_100,95--100%,5,2556,29,0.736175115207373,0.674418604651163
feeder,2018-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-03-01,b85_89,85--89.99%,3,1180,6,0.23141792508335,0.176470588235294
feeder,2018-03-01,b90_94,90--94.99%,4,747,10,0.1464993135909,0.294117647058824
feeder,2018-03-01,b95_100,95--100%,5,3172,18,0.62208276132575,0.529411764705882
feeder,2019-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2019-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2019-04-01,b85_89,85--89.99%,3,130,2,0.0116518777449135,0.0185185185185185
feeder,2019-04-01,b90_94,90--94.99%,4,1907,18,0.170924083535,0.166666666666667
feeder,2019-04-01,b95_100,95--100%,5,9120,88,0.817424038720086,0.814814814814815
feeder,2020-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-01-01,b85_89,85--89.99%,3,257,2,0.0377830049985298,0.0327868852459016
feeder,2020-01-01,b90_94,90--94.99%,4,626,6,0.0920317553660688,0.0983606557377049
feeder,2020-01-01,b95_100,95--100%,5,5919,53,0.870185239635401,0.868852459016394
feeder,2021-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-01-01,b85_89,85--89.99%,3,864,7,0.0145415376329608,0.0172413793103448
feeder,2021-01-01,b90_94,90--94.99%,4,8505,53,0.143143261074458,0.130541871921182
feeder,2021-01-01,b95_100,95--100%,5,50047,346,0.842315201292581,0.852216748768473
feeder,2021-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-03-01,b85_89,85--89.99%,3,789,5,0.00675652531342057,0.00628140703517588
feeder,2021-03-01,b90_94,90--94.99%,4,9034,59,0.0773617866684935,0.0741206030150754
feeder,2021-03-01,b95_100,95--100%,5,106953,732,0.915881688018086,0.919597989949749
feeder,2022-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-06-01,b85_89,85--89.99%,3,2325,12,0.0190078320443434,0.0130861504907306
feeder,2022-06-01,b90_94,90--94.99%,4,1902,22,0.0155496329240177,0.0239912758996729
feeder,2022-06-01,b95_100,95--100%,5,118091,883,0.965442535031639,0.962922573609596
feeder,2024-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-02-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-02-01,b90_94,90--94.99%,4,55180,400,0.0807338912623632,0.0856898029134533
feeder,2024-02-01,b95_100,95--100%,5,628300,4268,0.919266108737637,0.914310197086547
feeder,2024-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2024-06-01,b90_94,90--94.99%,4,8936,112,0.042252588774883,0.0581214322781526
feeder,2024-06-01,b95_100,95--100%,5,202554,1815,0.957747411225117,0.941878567721847
feeder,2024-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-07-01,b80_84,80--84.99%,2,76,2,0.000375740976036625,0.000987654320987654
feeder,2024-07-01,b85_89,85--89.99%,3,443,7,0.00219017437347664,0.00345679012345679
feeder,2024-07-01,b90_94,90--94.99%,4,5567,79,0.0275230264946828,0.0390123456790123
feeder,2024-07-01,b95_100,95--100%,5,196181,1937,0.969911058155804,0.956543209876543
feeder,2024-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2024-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2024-08-01,b85_89,85--89.99%,3,627,5,0.0021271182128136,0.00203665987780041
feeder,2024-08-01,b90_94,90--94.99%,4,7490,87,0.0254100724305803,0.0354378818737271
feeder,2024-08-01,b95_100,95--100%,5,286648,2363,0.972462809356606,0.962525458248473
feeder,2021-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-10-01,b85_89,85--89.99%,3,1694,11,0.0200875123027119,0.0206378986866792
feeder,2021-10-01,b90_94,90--94.99%,4,4383,41,0.0519737700252576,0.0769230769230769
feeder,2021-10-01,b95_100,95--100%,5,78254,481,0.92793871767203,0.902439024390244
feeder,2020-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-07-01,b85_89,85--89.99%,3,495,4,0.0193995924126039,0.0142348754448399
feeder,2020-07-01,b90_94,90--94.99%,4,1187,14,0.0465198306944662,0.0498220640569395
feeder,2020-07-01,b95_100,95--100%,5,23834,263,0.93408057689293,0.935943060498221
feeder,2020-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-08-01,b85_89,85--89.99%,3,60,1,0.00268372321867871,0.00386100386100386
feeder,2020-08-01,b90_94,90--94.99%,4,1905,27,0.0852082121930492,0.104247104247104
feeder,2020-08-01,b95_100,95--100%,5,20392,231,0.912108064588272,0.891891891891892
feeder,2020-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-09-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2020-09-01,b90_94,90--94.99%,4,1025,9,0.113447703375761,0.1125
feeder,2020-09-01,b95_100,95--100%,5,8010,71,0.886552296624239,0.8875
feeder,2020-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-12-01,b85_89,85--89.99%,3,1002,8,0.0217315867094647,0.0227920227920228
feeder,2020-12-01,b90_94,90--94.99%,4,6388,43,0.13854428732541,0.122507122507123
feeder,2020-12-01,b95_100,95--100%,5,38718,300,0.839724125965125,0.854700854700855
feeder,2021-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-05-01,b85_89,85--89.99%,3,1275,3,0.0179934800095965,0.0066079295154185
feeder,2021-05-01,b90_94,90--94.99%,4,1542,22,0.0217615264116062,0.0484581497797357
feeder,2021-05-01,b95_100,95--100%,5,68042,429,0.960244993578797,0.944933920704846
feeder,2022-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-09-01,b85_89,85--89.99%,3,1442,6,0.0109187830327261,0.00764331210191083
feeder,2022-09-01,b90_94,90--94.99%,4,4481,51,0.0339300046946224,0.064968152866242
feeder,2022-09-01,b95_100,95--100%,5,126143,728,0.955151212272652,0.927388535031847
feeder,2023-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-03-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-03-01,b90_94,90--94.99%,4,27434,221,0.0561663411418347,0.0689332501559576
feeder,2023-03-01,b95_100,95--100%,5,461008,2985,0.943833658858165,0.931066749844043
feeder,2023-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-04-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2023-04-01,b90_94,90--94.99%,4,31489,267,0.0673955058247918,0.0703186726362918
feeder,2023-04-01,b95_100,95--100%,5,435738,3530,0.932604494175208,0.929681327363708
feeder,2021-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-07-01,b85_89,85--89.99%,3,471,4,0.0051102334866765,0.00479041916167665
feeder,2021-07-01,b90_94,90--94.99%,4,5532,46,0.0600208315250412,0.0550898203592814
feeder,2021-07-01,b95_100,95--100%,5,86165,785,0.934868934988282,0.940119760479042
feeder,2022-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-01-01,b85_89,85--89.99%,3,2209,7,0.0117110669317429,0.00757575757575758
feeder,2022-01-01,b90_94,90--94.99%,4,7327,55,0.0388442677269715,0.0595238095238095
feeder,2022-01-01,b95_100,95--100%,5,179089,862,0.949444665341286,0.932900432900433
feeder,2022-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-04-01,b85_89,85--89.99%,3,402,8,0.00329810974008926,0.0104575163398693
feeder,2022-04-01,b90_94,90--94.99%,4,4613,44,0.0378462194801785,0.0575163398692811
feeder,2022-04-01,b95_100,95--100%,5,116873,713,0.958855670779732,0.93202614379085
feeder,2021-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2021-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2021-11-01,b85_89,85--89.99%,3,2887,16,0.0244706640221058,0.0190476190476191
feeder,2021-11-01,b90_94,90--94.99%,4,13436,71,0.113885639695536,0.0845238095238095
feeder,2021-11-01,b95_100,95--100%,5,101655,753,0.861643696282358,0.896428571428572
feeder,2022-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2022-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2022-11-01,b85_89,85--89.99%,3,227,3,0.00142235032425828,0.00321543408360129
feeder,2022-11-01,b90_94,90--94.99%,4,5866,51,0.0367555374541809,0.0546623794212219
feeder,2022-11-01,b95_100,95--100%,5,153502,879,0.961822112221561,0.942122186495177
feeder,2023-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2023-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2023-02-01,b85_89,85--89.99%,3,75,1,0.000292218797850828,0.000611995104039168
feeder,2023-02-01,b90_94,90--94.99%,4,15246,103,0.0594022372271163,0.0630354957160343
feeder,2023-02-01,b95_100,95--100%,5,241336,1530,0.940305543975033,0.936352509179926
feeder,2008-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2008-01-01,b80_84,80--84.99%,2,188,2,0.0297703879651623,0.0298507462686567
feeder,2008-01-01,b85_89,85--89.99%,3,948,13,0.150118764845606,0.194029850746269
feeder,2008-01-01,b90_94,90--94.99%,4,1927,20,0.305146476642914,0.298507462686567
feeder,2008-01-01,b95_100,95--100%,5,3252,32,0.514964370546318,0.477611940298507
feeder,2008-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2008-06-01,b80_84,80--84.99%,2,984,2,0.102297536126416,0.0202020202020202
feeder,2008-06-01,b85_89,85--89.99%,3,79,3,0.00821291194510864,0.0303030303030303
feeder,2008-06-01,b90_94,90--94.99%,4,1487,18,0.154589874207298,0.181818181818182
feeder,2008-06-01,b95_100,95--100%,5,7069,76,0.734899677721177,0.767676767676768
feeder,2011-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-10-01,b80_84,80--84.99%,2,200,2,0.0161017631430642,0.0148148148148148
feeder,2011-10-01,b85_89,85--89.99%,3,1269,9,0.102165687142742,0.0666666666666667
feeder,2011-10-01,b90_94,90--94.99%,4,1779,16,0.143225183157556,0.118518518518519
feeder,2011-10-01,b95_100,95--100%,5,9173,108,0.738507366556638,0.8
feeder,2011-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2011-11-01,b85_89,85--89.99%,3,2090,14,0.12284723446776,0.0958904109589041
feeder,2011-11-01,b90_94,90--94.99%,4,7150,61,0.420266854758126,0.417808219178082
feeder,2011-11-01,b95_100,95--100%,5,7773,71,0.456885910774114,0.486301369863014
feeder,2012-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-08-01,b85_89,85--89.99%,3,348,5,0.0731553500105108,0.0746268656716418
feeder,2012-08-01,b90_94,90--94.99%,4,1396,19,0.293462266134118,0.283582089552239
feeder,2012-08-01,b95_100,95--100%,5,3013,43,0.633382383855371,0.641791044776119
feeder,2012-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2012-10-01,b85_89,85--89.99%,3,251,3,0.0648076426542732,0.06
feeder,2012-10-01,b90_94,90--94.99%,4,1346,13,0.347534211205784,0.26
feeder,2012-10-01,b95_100,95--100%,5,2276,34,0.587658146139943,0.68
feeder,2014-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-06-01,b85_89,85--89.99%,3,487,5,0.0131132532715817,0.0106837606837607
feeder,2014-06-01,b90_94,90--94.99%,4,6843,88,0.184258710754483,0.188034188034188
feeder,2014-06-01,b95_100,95--100%,5,29808,375,0.802628035973935,0.801282051282051
feeder,2020-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2020-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2020-11-01,b85_89,85--89.99%,3,2933,15,0.0893962022615746,0.0543478260869565
feeder,2020-11-01,b90_94,90--94.99%,4,4557,34,0.138894815446981,0.123188405797101
feeder,2020-11-01,b95_100,95--100%,5,25319,227,0.771708982291445,0.822463768115942
feeder,2017-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-04-01,b85_89,85--89.99%,3,492,8,0.0141476880607315,0.0217983651226158
feeder,2017-04-01,b90_94,90--94.99%,4,2602,34,0.074821716126064,0.0926430517711172
feeder,2017-04-01,b95_100,95--100%,5,31682,325,0.911030595813205,0.885558583106267
feeder,2018-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-12-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2018-12-01,b90_94,90--94.99%,4,421,6,0.223579394583112,0.315789473684211
feeder,2018-12-01,b95_100,95--100%,5,1462,13,0.776420605416888,0.68421052631579
feeder,2019-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2019-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2019-01-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2019-01-01,b90_94,90--94.99%,4,0,0,0,0
feeder,2019-01-01,b95_100,95--100%,5,719,5,1,1
feeder,2007-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2007-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2007-07-01,b85_89,85--89.99%,3,206,3,0.0439138776380303,0.0379746835443038
feeder,2007-07-01,b90_94,90--94.99%,4,1594,26,0.339799616286506,0.329113924050633
feeder,2007-07-01,b95_100,95--100%,5,2891,50,0.616286506075464,0.632911392405063
feeder,2007-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2007-11-01,b80_84,80--84.99%,2,255,3,0.0569577842305115,0.0535714285714286
feeder,2007-11-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2007-11-01,b90_94,90--94.99%,4,747,7,0.16685280321644,0.125
feeder,2007-11-01,b95_100,95--100%,5,3475,46,0.776189412553049,0.821428571428571
feeder,2008-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2008-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2008-08-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2008-08-01,b90_94,90--94.99%,4,600,2,0.133838947133616,0.0344827586206897
feeder,2008-08-01,b95_100,95--100%,5,3883,56,0.866161052866384,0.96551724137931
feeder,2009-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2009-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2009-12-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2009-12-01,b90_94,90--94.99%,4,465,2,0.121823421535237,0.0833333333333333
feeder,2009-12-01,b95_100,95--100%,5,3352,22,0.878176578464763,0.916666666666667
feeder,2010-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-03-01,b85_89,85--89.99%,3,652,6,0.0727841035945524,0.0571428571428571
feeder,2010-03-01,b90_94,90--94.99%,4,2159,21,0.241013619111409,0.2
feeder,2010-03-01,b95_100,95--100%,5,6147,78,0.686202277294039,0.742857142857143
feeder,2010-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-04-01,b85_89,85--89.99%,3,195,5,0.00890899122807018,0.0197628458498024
feeder,2010-04-01,b90_94,90--94.99%,4,1690,12,0.0772112573099415,0.0474308300395257
feeder,2010-04-01,b95_100,95--100%,5,20003,236,0.913879751461988,0.932806324110672
feeder,2010-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-06-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2010-06-01,b90_94,90--94.99%,4,368,7,0.134996331621423,0.159090909090909
feeder,2010-06-01,b95_100,95--100%,5,2358,37,0.865003668378577,0.840909090909091
feeder,2010-07-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-07-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-07-01,b85_89,85--89.99%,3,405,4,0.0193946939948281,0.0168776371308017
feeder,2010-07-01,b90_94,90--94.99%,4,272,4,0.0130255722631932,0.0168776371308017
feeder,2010-07-01,b95_100,95--100%,5,20205,229,0.967579733741979,0.966244725738397
feeder,2010-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-08-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-08-01,b85_89,85--89.99%,3,325,2,0.0128083865374005,0.00557103064066852
feeder,2010-08-01,b90_94,90--94.99%,4,1079,18,0.0425238433041696,0.0501392757660167
feeder,2010-08-01,b95_100,95--100%,5,23970,339,0.94466777015843,0.944289693593315
feeder,2010-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-09-01,b85_89,85--89.99%,3,35,1,0.0070323488045007,0.010752688172043
feeder,2010-09-01,b90_94,90--94.99%,4,715,10,0.143660839863372,0.10752688172043
feeder,2010-09-01,b95_100,95--100%,5,4227,82,0.849306811332128,0.881720430107527
feeder,2010-11-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-11-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2010-11-01,b85_89,85--89.99%,3,216,3,0.0174714875030332,0.0280373831775701
feeder,2010-11-01,b90_94,90--94.99%,4,2770,15,0.224055649923158,0.14018691588785
feeder,2010-11-01,b95_100,95--100%,5,9377,89,0.758472862573809,0.831775700934579
feeder,2010-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2010-12-01,b80_84,80--84.99%,2,320,2,0.032277587250353,0.0178571428571429
feeder,2010-12-01,b85_89,85--89.99%,3,721,10,0.0727254387734517,0.0892857142857143
feeder,2010-12-01,b90_94,90--94.99%,4,2420,21,0.244099253580795,0.1875
feeder,2010-12-01,b95_100,95--100%,5,6453,79,0.6508977203954,0.705357142857143
feeder,2011-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2011-03-01,b85_89,85--89.99%,3,3713,25,0.168321320096106,0.105042016806723
feeder,2011-03-01,b90_94,90--94.99%,4,2987,38,0.13540958339,0.159663865546218
feeder,2011-03-01,b95_100,95--100%,5,15359,175,0.696269096513895,0.735294117647059
feeder,2011-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-04-01,b80_84,80--84.99%,2,75,1,0.00634464089332544,0.00636942675159236
feeder,2011-04-01,b85_89,85--89.99%,3,804,11,0.0680145503764487,0.0700636942675159
feeder,2011-04-01,b90_94,90--94.99%,4,2460,48,0.208104221301074,0.305732484076433
feeder,2011-04-01,b95_100,95--100%,5,8482,97,0.717536587429152,0.617834394904459
feeder,2011-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2011-06-01,b85_89,85--89.99%,3,201,3,0.011725586279314,0.013953488372093
feeder,2011-06-01,b90_94,90--94.99%,4,1990,35,0.116089137790223,0.162790697674419
feeder,2011-06-01,b95_100,95--100%,5,14951,177,0.872185275930463,0.823255813953488
feeder,2011-08-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-08-01,b80_84,80--84.99%,2,180,2,0.0345025876940771,0.0222222222222222
feeder,2011-08-01,b85_89,85--89.99%,3,175,2,0.0335441824803527,0.0222222222222222
feeder,2011-08-01,b90_94,90--94.99%,4,1021,20,0.195706344642515,0.222222222222222
feeder,2011-08-01,b95_100,95--100%,5,3841,66,0.736246885183055,0.733333333333333
feeder,2011-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2011-12-01,b80_84,80--84.99%,2,214,2,0.0149253731343284,0.0196078431372549
feeder,2011-12-01,b85_89,85--89.99%,3,4264,12,0.297391546938206,0.117647058823529
feeder,2011-12-01,b90_94,90--94.99%,4,4327,33,0.301785465197378,0.323529411764706
feeder,2011-12-01,b95_100,95--100%,5,5533,55,0.385897614730088,0.53921568627451
feeder,2012-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2012-05-01,b80_84,80--84.99%,2,55,1,0.00611790878754171,0.00884955752212389
feeder,2012-05-01,b85_89,85--89.99%,3,280,3,0.0311457174638487,0.0265486725663717
feeder,2012-05-01,b90_94,90--94.99%,4,2905,34,0.323136818687431,0.300884955752212
feeder,2012-05-01,b95_100,95--100%,5,5750,75,0.639599555061179,0.663716814159292
feeder,2013-04-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2013-04-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2013-04-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2013-04-01,b90_94,90--94.99%,4,2592,13,0.217595701813298,0.104
feeder,2013-04-01,b95_100,95--100%,5,9320,112,0.782404298186703,0.896
feeder,2014-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-02-01,b85_89,85--89.99%,3,32,1,0.0024384668139907,0.0072463768115942
feeder,2014-02-01,b90_94,90--94.99%,4,2641,16,0.20124971424217,0.115942028985507
feeder,2014-02-01,b95_100,95--100%,5,10450,121,0.796311818943839,0.876811594202899
feeder,2014-03-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-03-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-03-01,b85_89,85--89.99%,3,500,3,0.0295805478317458,0.0170454545454545
feeder,2014-03-01,b90_94,90--94.99%,4,1621,14,0.09590013607052,0.0795454545454545
feeder,2014-03-01,b95_100,95--100%,5,14782,159,0.874519316097734,0.903409090909091
feeder,2014-09-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2014-09-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2014-09-01,b85_89,85--89.99%,3,144,3,0.00771869639794168,0.0140845070422535
feeder,2014-09-01,b90_94,90--94.99%,4,7709,72,0.413218267581475,0.338028169014085
feeder,2014-09-01,b95_100,95--100%,5,10803,138,0.579063036020583,0.647887323943662
feeder,2015-10-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-10-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-10-01,b85_89,85--89.99%,3,857,10,0.0969237729020584,0.106382978723404
feeder,2015-10-01,b90_94,90--94.99%,4,2999,31,0.339176656864963,0.329787234042553
feeder,2015-10-01,b95_100,95--100%,5,4986,53,0.563899570232979,0.563829787234043
feeder,2015-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2015-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2015-12-01,b85_89,85--89.99%,3,1563,11,0.108775836871042,0.0683229813664596
feeder,2015-12-01,b90_94,90--94.99%,4,2539,35,0.17669983993319,0.217391304347826
feeder,2015-12-01,b95_100,95--100%,5,10267,115,0.714524323195769,0.714285714285714
feeder,2018-05-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2018-05-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2018-05-01,b85_89,85--89.99%,3,0,0,0,0
feeder,2018-05-01,b90_94,90--94.99%,4,406,7,0.206931702344546,0.175
feeder,2018-05-01,b95_100,95--100%,5,1556,33,0.793068297655454,0.825
feeder,2019-12-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2019-12-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2019-12-01,b85_89,85--89.99%,3,30,1,0.00354526116757268,0.0147058823529412
feeder,2019-12-01,b90_94,90--94.99%,4,1820,10,0.215079177499409,0.147058823529412
feeder,2019-12-01,b95_100,95--100%,5,6612,57,0.781375561333018,0.838235294117647
feeder,2017-06-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2017-06-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2017-06-01,b85_89,85--89.99%,3,775,3,0.090421187726053,0.024390243902439
feeder,2017-06-01,b90_94,90--94.99%,4,443,8,0.0516859176292148,0.0650406504065041
feeder,2017-06-01,b95_100,95--100%,5,7353,112,0.857892894644732,0.910569105691057
feeder,2005-01-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-01-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-01-01,b85_89,85--89.99%,3,1983,19,0.321029626032054,0.2375
feeder,2005-01-01,b90_94,90--94.99%,4,4194,61,0.678970373967946,0.7625
feeder,2005-01-01,b95_100,95--100%,5,0,0,0,0
feeder,2005-02-01,b70_79,70--79.99%,1,0,0,0,0
feeder,2005-02-01,b80_84,80--84.99%,2,0,0,0,0
feeder,2005-02-01,b85_89,85--89.99%,3,311,8,0.0642031379025599,0.156862745098039
feeder,2005-02-01,b90_94,90--94.99%,4,4533,43,0.93579686209744,0.843137254901961
feeder,2005-02-01,b95_100,95--100%,5,0,0,0,0
