endorsement_id_full,policy_effective_date,cattle_type,cov_level_pct,coverage_bin,subsidy_amt,total_prem_amt,prod_prem_amt,observed_rate,statutory_rate,rate_gap
69844,2023-10-24,feeder,0.9964,b95_100,318,707,389,0.44978783592645,0.35,0.0997878359264498
69856,2023-10-23,feeder,0.9928,b95_100,309,687,378,0.449781659388646,0.35,0.0997816593886463
69894,2023-09-26,feeder,0.9842,b95_100,279,620,341,0.45,0.35,0.1
69905,2024-02-05,feeder,0.9991,b95_100,1016,2258,1242,0.449955713020372,0.35,0.099955713020372
69911,2023-09-21,feeder,0.9832,b95_100,237,525,288,0.451428571428571,0.35,0.101428571428571
70025,2023-09-28,feeder,0.9993,b95_100,2033,4516,2483,0.450177147918512,0.35,0.100177147918512
70026,2024-03-18,feeder,0.9605,b95_100,1648,3664,2016,0.449781659388646,0.35,0.0997816593886463
70030,2024-01-04,feeder,0.9999,b95_100,940,2088,1148,0.450191570881226,0.35,0.100191570881226
70033,2024-01-04,feeder,0.9999,b95_100,242,537,295,0.450651769087523,0.35,0.100651769087523
70042,2023-10-20,feeder,0.993,b95_100,0,10430,10430,0,0.35,-0.35
70055,2024-02-23,feeder,0.9968,b95_100,18109,77610,59501,0.233333333333333,0.35,-0.116666666666667
70127,2023-10-20,feeder,0.9929,b95_100,0,9387,9387,0,0.35,-0.35
70245,2024-02-29,feeder,0.994,b95_100,307,683,376,0.449487554904832,0.35,0.0994875549048316
70286,2024-02-28,feeder,0.9988,b95_100,707,1902,1195,0.371713985278654,0.35,0.0217139852786541
70297,2024-04-17,feeder,0.9935,b95_100,109,242,133,0.450413223140496,0.35,0.100413223140496
70300,2024-03-20,feeder,0.9998,b95_100,429,1164,735,0.368556701030928,0.35,0.0185567010309279
70514,2024-05-15,feeder,0.9981,b95_100,0,2468,2468,0,0.35,-0.35
70518,2024-05-15,feeder,0.9981,b95_100,0,1110,1110,0,0.35,-0.35
70636,2024-05-22,feeder,0.9934,b95_100,1362,3025,1663,0.450247933884298,0.35,0.100247933884298
70659,2024-04-30,feeder,0.9941,b95_100,6769,18034,11265,0.375346567594544,0.35,0.0253465675945437
70669,2023-07-27,feeder,0.9223,b90_94,384,767,383,0.500651890482399,0.4,0.100651890482399
70677,2023-10-30,feeder,0.9274,b90_94,293,585,292,0.500854700854701,0.4,0.100854700854701
70680,2023-11-20,feeder,0.9158,b90_94,195,391,196,0.498721227621483,0.4,0.0987212276214833
70682,2024-04-15,feeder,0.9848,b95_100,437,971,534,0.45005149330587,0.35,0.10005149330587
70684,2023-08-14,feeder,0.9303,b90_94,223,445,222,0.501123595505618,0.4,0.101123595505618
70688,2023-07-27,feeder,0.9218,b90_94,171,342,171,0.5,0.4,0.1
70693,2024-03-18,feeder,0.9378,b90_94,1051,2103,1052,0.499762244412744,0.4,0.0997622444127437
70694,2023-11-06,feeder,0.9215,b90_94,179,358,179,0.5,0.4,0.1
70702,2024-04-15,feeder,0.9377,b90_94,629,1258,629,0.5,0.4,0.1
70709,2023-11-21,feeder,0.9791,b95_100,1399,3109,1710,0.449983917658411,0.35,0.0999839176584111
70712,2023-11-21,feeder,0.9772,b95_100,8358,18573,10215,0.450008076239703,0.35,0.100008076239703
70715,2023-11-21,feeder,0.9791,b95_100,1554,3454,1900,0.44991314418066,0.35,0.0999131441806601
70716,2023-11-21,feeder,0.9772,b95_100,7079,15732,8653,0.449974574116451,0.35,0.0999745741164505
70720,2023-08-24,feeder,0.9941,b95_100,0,14812,14812,0,0.35,-0.35
70768,2023-08-18,feeder,0.9977,b95_100,0,13621,13621,0,0.35,-0.35
70777,2023-08-21,feeder,0.9975,b95_100,0,13309,13309,0,0.35,-0.35
70813,2023-08-24,feeder,0.9941,b95_100,0,14303,14303,0,0.35,-0.35
70841,2024-04-08,feeder,0.999,b95_100,0,1456,1456,0,0.35,-0.35
70874,2024-04-22,fed,0.9996,b95_100,0,3783,3783,0,0.35,-0.35
70989,2023-10-20,fed,0.9978,b95_100,0,2588,2588,0,0.35,-0.35
70993,2023-10-20,fed,0.9951,b95_100,0,5241,5241,0,0.35,-0.35
71013,2023-12-28,feeder,0.995,b95_100,4046,8991,4945,0.450005561116672,0.35,0.100005561116672
71064,2023-07-10,fed,0.9897,b95_100,14567,34907,20340,0.417308849227949,0.35,0.0673088492279486
71069,2023-09-11,fed,0.9979,b95_100,13296,29545,16249,0.450025385005923,0.35,0.100025385005923
71088,2023-09-06,fed,0.9902,b95_100,10004,22231,12227,0.450002249111601,0.35,0.100002249111601
71095,2023-08-03,fed,0.9976,b95_100,12001,26669,14668,0.449998125164048,0.35,0.0999981251640482
71105,2023-09-25,fed,0.9942,b95_100,6435,14299,7864,0.450031470732219,0.35,0.100031470732219
71114,2023-08-25,fed,0.9976,b95_100,21553,47893,26340,0.450024011859771,0.35,0.100024011859771
71127,2023-08-10,fed,0.9983,b95_100,5934,13185,7251,0.450056882821388,0.35,0.100056882821388
71764,2023-12-22,feeder,0.9715,b95_100,238,529,291,0.449905482041588,0.35,0.099905482041588
71774,2023-12-22,feeder,0.9804,b95_100,93,206,113,0.451456310679612,0.35,0.101456310679612
71820,2024-04-11,feeder,0.9961,b95_100,1632,3626,1994,0.450082735797022,0.35,0.100082735797022
71834,2023-11-14,feeder,0.994,b95_100,708,1573,865,0.450095359186268,0.35,0.100095359186268
71883,2024-03-26,feeder,0.9999,b95_100,3312,8282,4970,0.399903404974644,0.35,0.0499034049746439
71899,2024-05-20,feeder,0.9936,b95_100,302,672,370,0.449404761904762,0.35,0.0994047619047619
71903,2024-03-26,feeder,0.9944,b95_100,765,1701,936,0.44973544973545,0.35,0.0997354497354497
71914,2024-05-20,feeder,0.9936,b95_100,604,1342,738,0.450074515648286,0.35,0.100074515648286
71928,2024-03-26,feeder,0.9944,b95_100,885,1966,1081,0.450152594099695,0.35,0.100152594099695
71962,2024-04-09,feeder,0.9916,b95_100,201,447,246,0.449664429530201,0.35,0.0996644295302014
71982,2024-04-09,feeder,0.9845,b95_100,210,467,257,0.449678800856531,0.35,0.0996788008565311
72064,2024-04-26,feeder,0.9902,b95_100,2083,4628,2545,0.450086430423509,0.35,0.100086430423509
72065,2024-01-29,feeder,0.9281,b90_94,178,932,754,0.190987124463519,0.4,-0.209012875536481
72070,2024-01-29,feeder,0.9281,b90_94,224,1071,847,0.209150326797386,0.4,-0.190849673202614
72144,2023-08-25,fed,0.9976,b95_100,6288,13973,7685,0.450010734988907,0.35,0.100010734988907
72188,2024-06-11,feeder,0.9954,b95_100,0,1161,1161,0,0.35,-0.35
72196,2023-10-05,feeder,0.9939,b95_100,0,8592,8592,0,0.35,-0.35
72261,2023-11-13,feeder,0.9214,b90_94,7,18,11,0.388888888888889,0.4,-0.0111111111111111
72276,2024-03-08,feeder,0.9987,b95_100,3295,7324,4029,0.449890770071,0.35,0.0998907700709995
72294,2024-01-16,feeder,0.9961,b95_100,16581,36845,20264,0.450020355543493,0.35,0.100020355543493
72298,2024-04-11,feeder,0.9959,b95_100,147,327,180,0.44954128440367,0.35,0.0995412844036698
72314,2024-04-11,feeder,0.9959,b95_100,509,1130,621,0.450442477876106,0.35,0.100442477876106
72474,2024-05-01,feeder,0.9976,b95_100,381,847,466,0.449822904368359,0.35,0.0998229043683589
72486,2023-11-13,feeder,0.987,b95_100,1628,3616,1988,0.450221238938053,0.35,0.100221238938053
72492,2023-09-28,feeder,0.9998,b95_100,4249,9444,5195,0.4499152901313,0.35,0.0999152901313003
72500,2024-01-25,feeder,0.995,b95_100,9995,22211,12216,0.450002251136824,0.35,0.100002251136824
72508,2023-08-31,feeder,0.9973,b95_100,4118,9150,5032,0.450054644808743,0.35,0.100054644808743
72539,2023-09-27,feeder,0.9929,b95_100,3507,9148,5641,0.383362483602973,0.35,0.0333624836029733
72550,2023-11-07,feeder,0.9953,b95_100,2836,6302,3466,0.45001586797842,0.35,0.10001586797842
72553,2023-10-23,feeder,0.9984,b95_100,2209,4909,2700,0.449989814626197,0.35,0.0999898146261968
72555,2023-10-06,feeder,0.9567,b95_100,1800,4000,2200,0.45,0.35,0.1
72566,2024-04-05,feeder,0.9975,b95_100,3234,7186,3952,0.450041747843028,0.35,0.100041747843028
72571,2023-10-23,feeder,0.9981,b95_100,4188,9305,5117,0.450080601826975,0.35,0.100080601826975
72589,2024-05-23,feeder,0.995,b95_100,4449,9887,5438,0.449984828562759,0.35,0.0999848285627592
72602,2024-02-20,feeder,0.9942,b95_100,5387,14664,9277,0.367362247681397,0.35,0.0173622476813967
72608,2023-10-02,feeder,0.9426,b90_94,410,819,409,0.500610500610501,0.4,0.100610500610501
72610,2023-10-02,feeder,0.9426,b90_94,323,645,322,0.50077519379845,0.4,0.10077519379845
72726,2023-10-30,feeder,0.9914,b95_100,3256,7687,4431,0.423572264862755,0.35,0.0735722648627553
72748,2023-10-30,feeder,0.9914,b95_100,2931,6919,3988,0.423616129498482,0.35,0.0736161294984825
72769,2023-08-21,feeder,0.9739,b95_100,253,563,310,0.449378330373002,0.35,0.0993783303730018
72780,2023-10-12,feeder,0.9431,b90_94,173,345,172,0.501449275362319,0.4,0.101449275362319
72784,2023-09-07,feeder,0.9716,b95_100,210,465,255,0.451612903225806,0.35,0.101612903225806
72786,2024-02-20,feeder,0.9417,b90_94,610,1220,610,0.5,0.4,0.1
72788,2024-02-08,feeder,0.9311,b90_94,154,307,153,0.501628664495114,0.4,0.101628664495114
72795,2023-07-27,feeder,0.9666,b95_100,144,320,176,0.45,0.35,0.1
72801,2023-08-04,feeder,0.9684,b95_100,131,291,160,0.450171821305842,0.35,0.100171821305842
72807,2023-08-24,feeder,0.9705,b95_100,311,690,379,0.45072463768116,0.35,0.100724637681159
72808,2024-01-10,feeder,0.9502,b95_100,710,1577,867,0.450221940393152,0.35,0.100221940393152
72809,2024-02-21,feeder,0.9398,b90_94,545,1091,546,0.499541704857928,0.4,0.0995417048579285
72812,2023-10-12,feeder,0.9667,b95_100,46,102,56,0.450980392156863,0.35,0.100980392156863
72814,2023-12-14,feeder,0.9449,b90_94,405,810,405,0.5,0.4,0.1
72820,2023-10-05,feeder,0.9721,b95_100,495,1099,604,0.450409463148317,0.35,0.100409463148317
72830,2024-02-06,feeder,0.9299,b90_94,975,1949,974,0.500256541816316,0.4,0.100256541816316
72833,2023-11-28,feeder,0.9058,b90_94,114,227,113,0.502202643171806,0.4,0.102202643171806
72837,2024-02-15,feeder,0.9475,b90_94,1779,3558,1779,0.5,0.4,0.1
72851,2023-09-28,feeder,0.9998,b95_100,1261,2802,1541,0.450035688793719,0.35,0.100035688793719
72863,2024-05-31,feeder,0.9995,b95_100,9937,22082,12145,0.45000452857531,0.35,0.10000452857531
72866,2024-01-25,feeder,0.995,b95_100,1715,3810,2095,0.450131233595801,0.35,0.100131233595801
72901,2024-02-12,feeder,0.9539,b95_100,1806,4014,2208,0.449925261584454,0.35,0.0999252615844544
72910,2024-01-25,feeder,0.995,b95_100,3851,10136,6285,0.379932912391476,0.35,0.0299329123914759
72941,2023-12-28,feeder,0.9954,b95_100,2833,7454,4621,0.380064394955729,0.35,0.0300643949557285
72957,2023-12-28,feeder,0.9954,b95_100,2901,7633,4732,0.380060264640377,0.35,0.0300602646403773
72994,2024-02-23,feeder,0.9967,b95_100,1334,3510,2176,0.38005698005698,0.35,0.0300569800569801
73081,2024-01-30,feeder,0.9955,b95_100,561,1245,684,0.450602409638554,0.35,0.100602409638554
73246,2024-06-25,feeder,0.9994,b95_100,967,2149,1182,0.449976733364356,0.35,0.0999767333643555
73288,2024-06-25,feeder,0.9994,b95_100,1228,2729,1501,0.449981678270429,0.35,0.0999816782704288
73306,2024-06-03,feeder,0.9951,b95_100,0,20830,20830,0,0.35,-0.35
73339,2024-03-28,feeder,0.9939,b95_100,0,897,897,0,0.35,-0.35
73397,2024-03-12,feeder,0.9983,b95_100,2255,5012,2757,0.449920191540303,0.35,0.0999201915403033
73402,2024-02-12,feeder,0.9989,b95_100,6206,13790,7584,0.450036258158086,0.35,0.100036258158086
73410,2024-03-12,feeder,0.9983,b95_100,9125,20276,11151,0.450039455513908,0.35,0.100039455513908
73470,2024-02-12,feeder,0.9988,b95_100,15900,35334,19434,0.449991509594159,0.35,0.0999915095941586
73476,2024-02-05,feeder,0.9992,b95_100,15850,35222,19372,0.450002839134632,0.35,0.100002839134632
73540,2023-07-21,feeder,0.9926,b95_100,1090,2423,1333,0.449855550969872,0.35,0.0998555509698721
73558,2023-08-21,feeder,0.9995,b95_100,194,431,237,0.450116009280742,0.35,0.100116009280742
73781,2024-02-23,fed,0.9946,b95_100,41309,131166,89857,0.314936797645731,0.35,-0.0350632023542686
73807,2024-02-23,fed,0.9946,b95_100,34471,114442,79971,0.301209346219045,0.35,-0.0487906537809545
73899,2023-12-20,feeder,0.994,b95_100,291,647,356,0.449768160741886,0.35,0.0997681607418857
73919,2024-01-17,feeder,0.997,b95_100,1166,2590,1424,0.45019305019305,0.35,0.10019305019305
73928,2024-02-13,feeder,0.9963,b95_100,11400,28453,17053,0.400660738762169,0.35,0.0506607387621692
74133,2024-03-20,feeder,0.9998,b95_100,869,2265,1396,0.383664459161148,0.35,0.0336644591611479
74134,2024-05-01,feeder,0.9976,b95_100,0,3292,3292,0,0.35,-0.35
74141,2023-10-10,feeder,0.9986,b95_100,5928,14462,8534,0.409901811644309,0.35,0.0599018116443093
74160,2024-05-09,feeder,0.9962,b95_100,0,5390,5390,0,0.35,-0.35
74171,2024-03-20,feeder,0.9998,b95_100,559,1457,898,0.383665065202471,0.35,0.0336650652024709
74212,2023-09-28,fed,0.9928,b95_100,5833,14580,8747,0.400068587105624,0.35,0.0500685871056242
74298,2023-11-07,feeder,0.9428,b90_94,104,230,126,0.452173913043478,0.4,0.0521739130434782
74299,2023-10-24,feeder,0.9496,b90_94,821,1824,1003,0.450109649122807,0.4,0.050109649122807
74301,2023-08-31,feeder,0.9583,b95_100,1074,2684,1610,0.400149031296572,0.35,0.0501490312965723
74302,2023-10-24,feeder,0.9494,b90_94,1449,3222,1773,0.449720670391061,0.4,0.0497206703910614
74303,2023-10-24,feeder,0.9426,b90_94,531,1180,649,0.45,0.4,0.05
74308,2023-10-24,feeder,0.9427,b90_94,729,1620,891,0.45,0.4,0.05
74310,2023-09-07,feeder,0.9452,b90_94,1602,3558,1956,0.450252951096121,0.4,0.0502529510961214
74312,2023-11-07,feeder,0.9475,b90_94,1253,2786,1533,0.449748743718593,0.4,0.049748743718593
74313,2023-11-07,feeder,0.9431,b90_94,553,1228,675,0.450325732899023,0.4,0.0503257328990228
74314,2023-10-18,feeder,0.9463,b90_94,2216,4924,2708,0.45004061738424,0.4,0.0500406173842404
74317,2023-10-24,feeder,0.9494,b90_94,2002,4448,2446,0.450089928057554,0.4,0.0500899280575539
74319,2023-11-07,feeder,0.9441,b90_94,536,1192,656,0.449664429530201,0.4,0.0496644295302013
74320,2023-10-18,feeder,0.9461,b90_94,806,1790,984,0.450279329608939,0.4,0.0502793296089386
74321,2023-11-07,feeder,0.9441,b90_94,594,1320,726,0.45,0.4,0.05
74322,2023-08-22,feeder,0.9622,b95_100,4160,10402,6242,0.399923091713132,0.35,0.0499230917131321
74324,2023-09-12,feeder,0.9478,b90_94,3359,7464,4105,0.45002679528403,0.4,0.05002679528403
74325,2023-10-24,feeder,0.9424,b90_94,203,452,249,0.449115044247788,0.4,0.0491150442477876
74326,2023-11-07,feeder,0.9431,b90_94,509,1132,623,0.449646643109541,0.4,0.0496466431095406
74327,2023-11-07,feeder,0.9483,b90_94,3038,6752,3714,0.449940758293839,0.4,0.0499407582938388
74341,2024-05-14,feeder,0.9974,b95_100,559,1243,684,0.449718423169751,0.35,0.0997184231697506
74346,2024-05-14,feeder,0.9974,b95_100,671,1491,820,0.450033534540577,0.35,0.100033534540577
74748,2024-02-26,feeder,0.9987,b95_100,4667,10371,5704,0.45000482113586,0.35,0.10000482113586
74753,2024-02-26,feeder,0.9981,b95_100,1550,3444,1894,0.450058072009292,0.35,0.100058072009292
74786,2023-10-19,feeder,0.9989,b95_100,0,2150,2150,0,0.35,-0.35
74790,2023-10-19,feeder,0.9989,b95_100,0,1935,1935,0,0.35,-0.35
74814,2023-07-03,feeder,0.9233,b90_94,8,21,13,0.380952380952381,0.4,-0.0190476190476191
75312,2024-05-07,feeder,1,b95_100,158,350,192,0.451428571428571,0.35,0.101428571428571
75315,2024-03-19,feeder,0.9932,b95_100,72,160,88,0.45,0.35,0.1
75321,2024-04-01,feeder,0.9934,b95_100,41,91,50,0.450549450549451,0.35,0.100549450549451
75322,2024-03-25,feeder,0.9993,b95_100,89,196,107,0.454081632653061,0.35,0.104081632653061
75325,2024-01-26,feeder,0.9474,b90_94,1819,3637,1818,0.50013747594171,0.4,0.10013747594171
75326,2024-01-12,feeder,0.9585,b95_100,1358,3018,1660,0.449966865473824,0.35,0.0999668654738238
75328,2024-02-06,feeder,0.9424,b90_94,1318,2635,1317,0.500189753320683,0.4,0.100189753320683
75329,2024-01-26,feeder,0.9459,b90_94,1328,2656,1328,0.5,0.4,0.1
75331,2024-01-17,feeder,0.9441,b90_94,1704,3408,1704,0.5,0.4,0.1
75352,2024-04-30,feeder,0.9941,b95_100,2416,5368,2952,0.450074515648286,0.35,0.100074515648286
75399,2024-01-19,fed,0.9924,b95_100,1644,3654,2010,0.44991789819376,0.35,0.0999178981937603
75400,2024-03-04,fed,0.9904,b95_100,2016,4479,2463,0.450100468854655,0.35,0.100100468854655
75406,2024-01-19,fed,0.9959,b95_100,3267,7260,3993,0.45,0.35,0.1
75547,2024-02-29,feeder,0.9943,b95_100,2235,4966,2731,0.450060410793395,0.35,0.100060410793395
75626,2024-04-22,feeder,0.9966,b95_100,423,1058,635,0.399810964083176,0.35,0.0498109640831758
75631,2024-04-22,feeder,0.9966,b95_100,1097,2744,1647,0.399781341107872,0.35,0.0497813411078718
75656,2024-04-25,fed,0.989,b95_100,1549,3444,1895,0.449767711962834,0.35,0.099767711962834
75657,2024-06-25,fed,0.9971,b95_100,2849,6331,3482,0.450007897646501,0.35,0.100007897646501
75658,2024-05-24,fed,0.9983,b95_100,2031,4513,2482,0.450033237314425,0.35,0.100033237314425
75670,2024-06-25,fed,0.9971,b95_100,1383,3074,1691,0.449902407286923,0.35,0.0999024072869226
75676,2024-05-24,fed,0.9964,b95_100,1792,3984,2192,0.449799196787149,0.35,0.0997991967871486
75680,2024-02-06,fed,0.9993,b95_100,12478,31194,18716,0.400012822978778,0.35,0.050012822978778
75682,2024-04-25,fed,0.9909,b95_100,1389,3085,1696,0.450243111831442,0.35,0.100243111831442
75758,2024-06-14,feeder,0.9969,b95_100,166,369,203,0.449864498644986,0.35,0.0998644986449865
75769,2024-02-12,feeder,0.9927,b95_100,306,680,374,0.45,0.35,0.1
75772,2024-01-19,feeder,0.9956,b95_100,1188,2641,1453,0.449829609996214,0.35,0.0998296099962136
75774,2024-02-12,feeder,0.9927,b95_100,624,1386,762,0.45021645021645,0.35,0.10021645021645
75775,2024-06-14,feeder,0.9969,b95_100,427,948,521,0.45042194092827,0.35,0.10042194092827
75777,2024-04-29,feeder,0.9949,b95_100,367,815,448,0.450306748466258,0.35,0.100306748466258
75778,2024-01-19,feeder,0.9956,b95_100,732,1626,894,0.450184501845019,0.35,0.100184501845018
75783,2024-04-29,feeder,0.9949,b95_100,82,183,101,0.448087431693989,0.35,0.0980874316939891
75805,2023-09-20,feeder,0.9978,b95_100,23825,63536,39711,0.374984260891463,0.35,0.0249842608914631
75807,2024-02-22,feeder,0.9949,b95_100,814,1809,995,0.449972360420122,0.35,0.0999723604201216
75821,2023-11-27,fed,0.9935,b95_100,48583,132145,83562,0.36764917325665,0.35,0.0176491732566499
75833,2023-10-18,feeder,0.9951,b95_100,3942,8761,4819,0.449948636000457,0.35,0.0999486360004566
75838,2023-10-05,feeder,0.9937,b95_100,1063,2362,1299,0.45004233700254,0.35,0.10004233700254
75845,2023-10-12,feeder,0.9965,b95_100,1178,2616,1438,0.450305810397554,0.35,0.100305810397554
75846,2023-11-07,feeder,0.9984,b95_100,710,1577,867,0.450221940393152,0.35,0.100221940393152
75849,2023-10-05,feeder,0.9937,b95_100,450,1000,550,0.45,0.35,0.1
75857,2023-10-12,feeder,0.9965,b95_100,568,1264,696,0.449367088607595,0.35,0.099367088607595
75868,2023-10-16,fed,0.9921,b95_100,374,832,458,0.449519230769231,0.35,0.0995192307692308
76050,2024-03-22,feeder,0.9998,b95_100,0,14098,14098,0,0.35,-0.35
76073,2024-03-22,feeder,0.9979,b95_100,0,11738,11738,0,0.35,-0.35
76157,2024-02-09,fed,0.9964,b95_100,4760,10576,5816,0.450075642965204,0.35,0.100075642965204
76231,2024-06-05,fed,0.995,b95_100,2295,5099,2804,0.450088252598549,0.35,0.100088252598549
76336,2023-09-13,feeder,0.9366,b90_94,6556,15989,9433,0.410031896929139,0.4,0.0100318969291388
76426,2024-04-25,fed,0.9944,b95_100,1512,3361,1849,0.449866111276406,0.35,0.0998661112764059
76712,2024-02-02,feeder,0.9952,b95_100,198,441,243,0.448979591836735,0.35,0.0989795918367347
76731,2024-02-14,fed,0.9969,b95_100,1301,2891,1590,0.450017295053615,0.35,0.100017295053615
76849,2024-04-12,fed,0.9985,b95_100,0,504,504,0,0.35,-0.35
76857,2024-04-12,fed,0.9956,b95_100,0,362,362,0,0.35,-0.35
76874,2024-04-05,feeder,0.9975,b95_100,976,2440,1464,0.4,0.35,0.05
77018,2024-01-26,feeder,0.9936,b95_100,3838,8529,4691,0.449994137648024,0.35,0.0999941376480244
77072,2024-03-11,feeder,0.9952,b95_100,144,319,175,0.45141065830721,0.35,0.10141065830721
77085,2024-03-12,feeder,0.9983,b95_100,251,558,307,0.449820788530466,0.35,0.099820788530466
77431,2023-10-03,feeder,0.9989,b95_100,481,1068,587,0.450374531835206,0.35,0.100374531835206
77832,2023-09-08,feeder,0.9974,b95_100,0,9885,9885,0,0.35,-0.35
77864,2023-09-08,feeder,0.9937,b95_100,0,6949,6949,0,0.35,-0.35
77891,2024-02-23,feeder,0.9967,b95_100,834,25260,24426,0.0330166270783848,0.35,-0.316983372921615
77911,2023-09-08,feeder,0.9936,b95_100,0,7541,7541,0,0.35,-0.35
77950,2024-04-23,feeder,0.997,b95_100,2255,5010,2755,0.450099800399202,0.35,0.100099800399202
77953,2024-06-03,feeder,0.9967,b95_100,990,2201,1211,0.449795547478419,0.35,0.0997955474784189
77976,2024-06-03,feeder,0.9967,b95_100,1101,2445,1344,0.450306748466258,0.35,0.100306748466258
78398,2024-06-04,feeder,0.9938,b95_100,42,94,52,0.446808510638298,0.35,0.0968085106382979
78413,2024-05-20,feeder,0.9982,b95_100,82,183,101,0.448087431693989,0.35,0.0980874316939891
78419,2024-06-04,feeder,0.9938,b95_100,46,104,58,0.442307692307692,0.35,0.0923076923076923
78762,2024-04-23,feeder,0.9982,b95_100,5043,11205,6162,0.450066934404284,0.35,0.100066934404284
78786,2024-04-16,feeder,0.9911,b95_100,3302,7338,4036,0.449986372308531,0.35,0.099986372308531
78792,2023-12-26,feeder,0.9736,b95_100,1603,3563,1960,0.449901768172888,0.35,0.099901768172888
78794,2024-03-25,feeder,0.9934,b95_100,1305,2899,1594,0.450155225939979,0.35,0.100155225939979
78795,2024-05-30,feeder,0.9879,b95_100,1727,3837,2110,0.45009121709669,0.35,0.10009121709669
78797,2024-03-15,feeder,0.9977,b95_100,2398,5328,2930,0.450075075075075,0.35,0.100075075075075
78799,2024-05-31,feeder,0.9962,b95_100,1401,3113,1712,0.450048185030517,0.35,0.100048185030517
78801,2024-05-10,feeder,0.9965,b95_100,2615,5810,3195,0.450086058519793,0.35,0.100086058519793
78803,2023-10-30,feeder,0.9566,b95_100,3911,8692,4781,0.449953980671882,0.35,0.0999539806718822
78808,2023-12-18,feeder,0.9538,b95_100,1611,3581,1970,0.449874336777437,0.35,0.0998743367774365
78816,2024-03-06,feeder,0.9825,b95_100,3385,7523,4138,0.449953476006912,0.35,0.0999534760069122
78854,2024-03-28,feeder,0.9939,b95_100,0,3020,3020,0,0.35,-0.35
78864,2024-03-28,feeder,0.9939,b95_100,0,1804,1804,0,0.35,-0.35
79068,2023-10-20,feeder,0.971,b95_100,0,3946,3946,0,0.35,-0.35
79085,2023-10-12,feeder,0.9824,b95_100,0,2734,2734,0,0.35,-0.35
79097,2023-10-24,feeder,0.9793,b95_100,0,2634,2634,0,0.35,-0.35
79199,2023-11-13,feeder,0.9236,b90_94,0,12116,12116,0,0.4,-0.4
79200,2024-01-18,feeder,0.9283,b90_94,0,21591,21591,0,0.4,-0.4
79206,2023-11-13,feeder,0.9236,b90_94,0,21807,21807,0,0.4,-0.4
79207,2023-11-08,feeder,0.9554,b95_100,0,9263,9263,0,0.35,-0.35
79208,2024-01-18,feeder,0.9283,b90_94,0,45341,45341,0,0.4,-0.4
79210,2023-12-05,feeder,0.9198,b90_94,0,18635,18635,0,0.4,-0.4
79213,2023-11-21,feeder,0.922,b90_94,0,15347,15347,0,0.4,-0.4
79297,2024-05-14,feeder,0.9974,b95_100,878,1950,1072,0.45025641025641,0.35,0.10025641025641
79298,2024-05-14,feeder,0.9924,b95_100,925,2055,1130,0.450121654501217,0.35,0.100121654501217
79300,2024-05-14,feeder,0.9974,b95_100,957,2127,1170,0.449929478138223,0.35,0.0999294781382229
79301,2024-05-14,feeder,0.9924,b95_100,841,1868,1027,0.450214132762313,0.35,0.100214132762313
79386,2024-01-03,feeder,0.9944,b95_100,581,1290,709,0.450387596899225,0.35,0.100387596899225
79449,2024-01-08,feeder,0.9926,b95_100,24276,53946,29670,0.450005561116672,0.35,0.100005561116672
79580,2023-07-21,feeder,0.9944,b95_100,1075,2388,1313,0.450167504187605,0.35,0.100167504187605
79581,2024-04-03,feeder,0.9948,b95_100,1101,2447,1346,0.44993870044953,0.35,0.0999387004495301
79587,2024-04-03,feeder,0.9948,b95_100,1211,2692,1481,0.449851411589896,0.35,0.099851411589896
79588,2024-04-03,feeder,0.9948,b95_100,1850,4111,2261,0.450012162490878,0.35,0.100012162490878
79596,2023-07-21,feeder,0.9944,b95_100,1934,4297,2363,0.450081452175937,0.35,0.100081452175937
79641,2024-02-22,feeder,0.9944,b95_100,1936,4303,2367,0.449918661399024,0.35,0.099918661399024
79765,2024-06-17,feeder,0.9958,b95_100,5177,13766,8589,0.376071480459102,0.35,0.0260714804591022
79789,2024-02-16,fed,0.9688,b95_100,2879,6397,3518,0.450054713146788,0.35,0.100054713146788
79815,2024-02-20,feeder,0.9941,b95_100,3167,8544,5377,0.370669475655431,0.35,0.0206694756554308
80016,2023-07-05,feeder,0.9986,b95_100,480,1782,1302,0.269360269360269,0.35,-0.0806397306397306
80031,2023-11-13,feeder,0.9954,b95_100,1998,4994,2996,0.400080096115338,0.35,0.0500800961153384
80032,2024-06-21,feeder,0.9985,b95_100,700,1554,854,0.450450450450451,0.35,0.10045045045045
80052,2023-10-03,feeder,0.9595,b95_100,1463,3658,2195,0.399945325314379,0.35,0.0499453253143795
80055,2024-04-01,feeder,0.9952,b95_100,5076,12884,7808,0.393977025768395,0.35,0.0439770257683949
80057,2023-10-03,feeder,0.9548,b95_100,985,2464,1479,0.399756493506494,0.35,0.0497564935064935
80059,2024-04-22,feeder,0.9966,b95_100,222,493,271,0.450304259634888,0.35,0.100304259634888
80060,2024-03-07,feeder,0.9947,b95_100,4875,12188,7313,0.399983590416803,0.35,0.0499835904168035
80063,2023-11-13,feeder,0.9955,b95_100,10069,25172,15103,0.400007945336088,0.35,0.0500079453360877
80065,2024-06-21,feeder,1,b95_100,2770,6926,4156,0.399942246606988,0.35,0.0499422466069882
80066,2023-08-22,feeder,0.9995,b95_100,1595,3965,2370,0.402269861286255,0.35,0.0522698612862548
