endorsement_id_full,policy_effective_date,cattle_type,cov_level_pct,coverage_bin,subsidy_amt,total_prem_amt,prod_prem_amt,observed_rate,statutory_rate,rate_gap
37201,2023-06-08,feeder,0.994,b95_100,0,4324,4324,0,0.35,-0.35
37203,2023-06-20,feeder,0.9925,b95_100,0,3120,3120,0,0.35,-0.35
37206,2022-11-09,feeder,0.9897,b95_100,0,6612,6612,0,0.35,-0.35
37209,2023-03-15,feeder,0.9927,b95_100,0,3726,3726,0,0.35,-0.35
37211,2022-09-27,feeder,0.9937,b95_100,0,7281,7281,0,0.35,-0.35
37553,2023-01-30,fed,0.9196,b90_94,274,548,274,0.5,0.4,0.1
37563,2023-05-31,feeder,0.9978,b95_100,304,675,371,0.45037037037037,0.35,0.10037037037037
37566,2023-04-17,feeder,0.9991,b95_100,125,276,151,0.452898550724638,0.35,0.102898550724638
37573,2023-04-06,fed,0.9982,b95_100,134,298,164,0.449664429530201,0.35,0.0996644295302014
37623,2023-04-12,feeder,0.9977,b95_100,364,910,546,0.4,0.35,0.05
37624,2023-04-12,feeder,0.9977,b95_100,533,1332,799,0.40015015015015,0.35,0.0501501501501502
37698,2023-04-21,feeder,0.9919,b95_100,1205,2676,1471,0.450298953662182,0.35,0.100298953662182
37719,2023-02-27,feeder,0.9986,b95_100,1039,2308,1269,0.450173310225303,0.35,0.100173310225303
37890,2023-04-06,feeder,0.9997,b95_100,348,773,425,0.45019404915912,0.35,0.10019404915912
37898,2023-04-18,feeder,0.9961,b95_100,118,262,144,0.450381679389313,0.35,0.100381679389313
37914,2023-04-18,feeder,0.9961,b95_100,215,477,262,0.450733752620545,0.35,0.100733752620545
37923,2023-04-06,feeder,0.9997,b95_100,383,850,467,0.450588235294118,0.35,0.100588235294118
38110,2022-12-16,fed,0.9998,b95_100,7035,15634,8599,0.449980811052834,0.35,0.0999808110528336
38114,2023-03-31,fed,0.9914,b95_100,761,1691,930,0.450029568302779,0.35,0.100029568302779
38116,2023-02-10,fed,0.9947,b95_100,5567,12371,6804,0.450004041710452,0.35,0.100004041710452
38119,2023-03-06,fed,0.9939,b95_100,5239,11644,6405,0.449931295087599,0.35,0.0999312950875988
38125,2023-05-01,feeder,0.9954,b95_100,3227,7170,3943,0.450069735006973,0.35,0.100069735006974
38197,2023-04-03,fed,0.9901,b95_100,2908,6464,3556,0.449876237623762,0.35,0.0998762376237624
38206,2023-04-03,fed,0.9433,b90_94,1410,2821,1411,0.499822757887274,0.4,0.099822757887274
38221,2023-04-20,feeder,0.9979,b95_100,451,1003,552,0.449651046859422,0.35,0.0996510468594218
38830,2023-05-17,feeder,0.9172,b90_94,6,16,10,0.375,0.4,-0.025
38855,2023-05-01,feeder,0.9996,b95_100,0,8289,8289,0,0.35,-0.35
38860,2023-06-30,feeder,0.9974,b95_100,0,5109,5109,0,0.35,-0.35
38867,2023-06-05,feeder,0.9933,b95_100,843,1873,1030,0.450080085424453,0.35,0.100080085424453
38870,2022-12-09,feeder,0.9899,b95_100,1120,2489,1369,0.449979911611089,0.35,0.0999799116110888
38872,2023-05-24,feeder,0.9977,b95_100,4096,10543,6447,0.388504220810016,0.35,0.0385042208100161
38873,2023-06-21,feeder,0.9938,b95_100,190,424,234,0.44811320754717,0.35,0.0981132075471698
38882,2023-05-19,feeder,0.9953,b95_100,720,1599,879,0.450281425891182,0.35,0.100281425891182
38883,2023-06-21,feeder,0.9938,b95_100,248,551,303,0.450090744101633,0.35,0.100090744101633
38920,2022-11-10,fed,0.9959,b95_100,2446,6116,3670,0.399934597776324,0.35,0.0499345977763244
38922,2023-05-26,fed,0.9928,b95_100,1237,3094,1857,0.399806076276665,0.35,0.0498060762766646
38923,2023-06-09,fed,0.9898,b95_100,1223,3058,1835,0.399934597776324,0.35,0.0499345977763244
38928,2023-05-19,fed,0.9973,b95_100,752,1878,1126,0.400425985090522,0.35,0.0504259850905219
38935,2023-06-01,fed,0.9962,b95_100,1024,2273,1249,0.450505939287286,0.35,0.100505939287286
38937,2023-06-30,fed,0.9916,b95_100,1248,3120,1872,0.4,0.35,0.05
39003,2023-06-07,feeder,0.9989,b95_100,831,1933,1102,0.429901707190895,0.35,0.079901707190895
39021,2023-06-07,feeder,0.9989,b95_100,1061,2466,1405,0.430251419302514,0.35,0.0802514193025142
39127,2023-05-22,feeder,0.9939,b95_100,0,7431,7431,0,0.35,-0.35
39137,2023-05-22,feeder,0.9939,b95_100,0,9069,9069,0,0.35,-0.35
39232,2022-07-22,feeder,0.9917,b95_100,15848,35217,19369,0.450009938382031,0.35,0.100009938382031
39242,2023-06-02,feeder,0.9961,b95_100,21682,48182,26500,0.450002075463866,0.35,0.100002075463866
39271,2022-08-26,feeder,0.9992,b95_100,28688,76500,47812,0.375006535947712,0.35,0.0250065359477125
39294,2022-12-23,feeder,0.9987,b95_100,8574,19054,10480,0.449984255274483,0.35,0.0999842552744831
39303,2023-06-30,feeder,0.997,b95_100,14651,32556,17905,0.450024573043371,0.35,0.100024573043371
39304,2023-06-14,feeder,0.9985,b95_100,41600,112707,71107,0.36909863628701,0.35,0.0190986362870097
39338,2023-01-25,feeder,0.9982,b95_100,51690,126498,74808,0.40862306123417,0.35,0.0586230612341697
39348,2022-07-12,feeder,0.997,b95_100,14068,38958,24890,0.361106832999641,0.35,0.0111068329996407
39363,2023-02-08,feeder,0.992,b95_100,921,5264,4343,0.174962006079027,0.35,-0.175037993920973
39368,2022-08-26,feeder,0.9925,b95_100,10598,23552,12954,0.449983016304348,0.35,0.0999830163043479
39386,2022-08-08,feeder,0.9943,b95_100,14874,33053,18179,0.450004538165976,0.35,0.100004538165976
39388,2022-12-14,feeder,0.9992,b95_100,6818,15151,8333,0.450003300112204,0.35,0.100003300112204
39599,2023-06-28,feeder,0.9989,b95_100,1786,10873,9087,0.164260093810356,0.35,-0.185739906189644
39601,2023-03-09,feeder,0.9974,b95_100,0,4535,4535,0,0.35,-0.35
39628,2023-06-28,feeder,0.9989,b95_100,678,6152,5474,0.110208062418726,0.35,-0.239791937581274
39676,2023-02-16,feeder,0.998,b95_100,633,1406,773,0.450213371266003,0.35,0.100213371266003
39700,2023-06-05,feeder,0.998,b95_100,919,2042,1123,0.450048971596474,0.35,0.100048971596474
39709,2023-05-16,feeder,0.9979,b95_100,2856,7629,4773,0.374360990955564,0.35,0.0243609909555643
39776,2023-06-29,feeder,0.9948,b95_100,1505,3927,2422,0.383244206773619,0.35,0.0332442067736186
39788,2023-06-29,feeder,0.9948,b95_100,4502,11745,7243,0.383312047679864,0.35,0.0333120476798638
39793,2023-04-03,feeder,0.9968,b95_100,2411,5356,2945,0.450149365197909,0.35,0.100149365197909
39823,2023-05-22,feeder,0.9939,b95_100,394,875,481,0.450285714285714,0.35,0.100285714285714
39825,2023-05-22,feeder,0.9939,b95_100,89,197,108,0.451776649746193,0.35,0.101776649746193
39835,2023-04-26,feeder,0.9965,b95_100,332,738,406,0.449864498644986,0.35,0.0998644986449865
39837,2023-04-26,feeder,0.9965,b95_100,738,1641,903,0.449725776965265,0.35,0.0997257769652651
39846,2022-07-05,fed,0.9107,b90_94,1182,2364,1182,0.5,0.4,0.1
39849,2023-01-30,fed,0.9938,b95_100,1093,2429,1336,0.449979415397283,0.35,0.0999794153972828
39850,2022-12-16,fed,0.9886,b95_100,1870,4155,2285,0.450060168471721,0.35,0.100060168471721
39853,2022-12-22,fed,0.9943,b95_100,1781,4452,2671,0.400044923629829,0.35,0.0500449236298293
39856,2023-03-20,fed,0.9948,b95_100,2570,5712,3142,0.449929971988796,0.35,0.0999299719887956
39864,2023-01-31,fed,0.9942,b95_100,3920,10018,6098,0.391295667797964,0.35,0.0412956677979637
40050,2023-05-18,feeder,0.9948,b95_100,2100,5478,3378,0.383351588170865,0.35,0.0333515881708653
40110,2023-04-24,feeder,0.9942,b95_100,6730,14954,8224,0.450046810218002,0.35,0.100046810218002
40204,2023-01-19,feeder,0.9916,b95_100,4566,10147,5581,0.449985217305608,0.35,0.0999852173056076
40211,2023-01-11,feeder,0.9955,b95_100,12131,26958,14827,0.449996290526003,0.35,0.0999962905260034
40321,2023-04-18,feeder,0.9416,b90_94,14,34,20,0.411764705882353,0.4,0.0117647058823529
40337,2023-06-16,feeder,0.9971,b95_100,0,347,347,0,0.35,-0.35
40341,2023-06-02,feeder,0.9961,b95_100,0,453,453,0,0.35,-0.35
40346,2023-06-16,feeder,0.9971,b95_100,0,440,440,0,0.35,-0.35
40354,2023-06-02,feeder,0.9962,b95_100,0,357,357,0,0.35,-0.35
40363,2023-04-04,feeder,0.9919,b95_100,0,3210,3210,0,0.35,-0.35
40411,2023-04-04,feeder,0.9919,b95_100,190,4826,4636,0.0393700787401575,0.35,-0.310629921259843
40442,2023-03-30,feeder,0.9968,b95_100,2109,4686,2577,0.450064020486556,0.35,0.100064020486556
40447,2023-03-02,feeder,0.9097,b90_94,93,185,92,0.502702702702703,0.4,0.102702702702703
40448,2022-07-12,feeder,0.8962,b85_89,82,149,67,0.550335570469799,0.45,0.100335570469799
40451,2022-07-29,feeder,0.8946,b85_89,119,216,97,0.550925925925926,0.45,0.100925925925926
40456,2023-04-12,feeder,0.9107,b90_94,173,345,172,0.501449275362319,0.4,0.101449275362319
40457,2023-06-12,feeder,0.9212,b90_94,341,682,341,0.5,0.4,0.1
40458,2022-09-27,feeder,0.8936,b85_89,67,122,55,0.549180327868853,0.45,0.0991803278688525
40466,2023-06-05,feeder,0.998,b95_100,1104,2453,1349,0.450061149612719,0.35,0.100061149612719
40475,2023-04-27,feeder,0.9978,b95_100,382,849,467,0.449941107184923,0.35,0.0999411071849234
40483,2023-04-27,feeder,0.9977,b95_100,248,551,303,0.450090744101633,0.35,0.100090744101633
40505,2022-09-14,feeder,0.9988,b95_100,0,2340,2340,0,0.35,-0.35
40544,2022-09-13,feeder,0.9904,b95_100,0,4493,4493,0,0.35,-0.35
40622,2022-08-02,feeder,0.9563,b95_100,0,1943,1943,0,0.35,-0.35
40641,2022-08-02,feeder,0.9672,b95_100,0,1373,1373,0,0.35,-0.35
40665,2023-03-03,feeder,0.9968,b95_100,705,1566,861,0.450191570881226,0.35,0.100191570881226
40668,2022-10-26,feeder,0.9931,b95_100,1229,2730,1501,0.45018315018315,0.35,0.10018315018315
40681,2023-03-03,feeder,0.9968,b95_100,505,1122,617,0.450089126559715,0.35,0.100089126559715
40697,2023-06-09,fed,0.9947,b95_100,6949,15442,8493,0.450006475845098,0.35,0.100006475845098
40699,2022-08-04,fed,0.9908,b95_100,6857,15236,8379,0.450052507219743,0.35,0.100052507219743
40763,2022-12-29,feeder,0.9928,b95_100,3304,7342,4038,0.450013620266957,0.35,0.100013620266957
41116,2022-08-08,feeder,0.9943,b95_100,328,729,401,0.449931412894376,0.35,0.0999314128943759
41117,2023-02-21,feeder,0.9951,b95_100,594,1319,725,0.450341167551175,0.35,0.100341167551175
41127,2022-08-08,feeder,0.9943,b95_100,379,843,464,0.449584816132859,0.35,0.0995848161328589
41136,2023-02-21,feeder,0.9951,b95_100,685,1524,839,0.449475065616798,0.35,0.0994750656167979
41215,2023-03-21,feeder,0.9947,b95_100,471,1256,785,0.375,0.35,0.025
41249,2023-03-21,feeder,0.9947,b95_100,523,1396,873,0.374641833810888,0.35,0.0246418338108882
41322,2023-02-23,feeder,0.9935,b95_100,3565,7923,4358,0.449955824813833,0.35,0.0999558248138332
41327,2023-02-16,feeder,0.9911,b95_100,4557,10126,5569,0.450029626703535,0.35,0.100029626703535
41408,2022-09-29,feeder,0.9976,b95_100,151,335,184,0.450746268656716,0.35,0.100746268656716
41429,2022-07-28,feeder,0.996,b95_100,2748,6107,3359,0.449975438021942,0.35,0.099975438021942
41445,2023-06-22,feeder,0.9981,b95_100,2232,4959,2727,0.450090744101633,0.35,0.100090744101633
41472,2022-10-27,feeder,0.9975,b95_100,2213,4916,2703,0.450162733930024,0.35,0.100162733930024
41484,2022-07-21,feeder,0.9997,b95_100,1729,3844,2115,0.449791883454735,0.35,0.0997918834547347
41487,2023-01-26,feeder,0.9947,b95_100,2361,5245,2884,0.450142993326978,0.35,0.100142993326978
41493,2022-09-01,feeder,0.9979,b95_100,8082,17961,9879,0.449974945715717,0.35,0.0999749457157174
41496,2022-12-01,feeder,0.9904,b95_100,1259,2796,1537,0.450286123032904,0.35,0.100286123032904
41522,2023-05-19,feeder,0.994,b95_100,219,485,266,0.451546391752577,0.35,0.101546391752577
41675,2023-03-28,feeder,0.9576,b95_100,538,1279,741,0.420641125879594,0.35,0.0706411258795935
41682,2023-03-28,feeder,0.9576,b95_100,570,1357,787,0.420044215180545,0.35,0.0700442151805453
41705,2023-05-04,fed,0.9487,b90_94,1070,2140,1070,0.5,0.4,0.1
41715,2022-08-11,feeder,0.8992,b85_89,124,225,101,0.551111111111111,0.45,0.101111111111111
41718,2022-08-18,feeder,0.9182,b90_94,81,163,82,0.496932515337423,0.4,0.0969325153374233
41723,2023-03-06,feeder,0.9113,b90_94,50,101,51,0.495049504950495,0.4,0.095049504950495
41725,2023-03-09,feeder,0.9134,b90_94,24,48,24,0.5,0.4,0.1
41726,2022-11-30,feeder,0.9158,b90_94,60,120,60,0.5,0.4,0.1
41729,2023-03-07,feeder,0.9077,b90_94,25,49,24,0.510204081632653,0.4,0.110204081632653
41732,2023-06-16,feeder,0.9737,b95_100,944,2097,1153,0.450166905102527,0.35,0.100166905102527
41733,2022-12-21,feeder,0.9082,b90_94,84,167,83,0.502994011976048,0.4,0.102994011976048
41734,2022-12-13,feeder,0.9091,b90_94,54,107,53,0.504672897196262,0.4,0.104672897196262
41736,2022-08-31,feeder,0.8965,b85_89,33,60,27,0.55,0.45,0.1
41738,2022-08-31,feeder,0.9183,b90_94,210,421,211,0.498812351543943,0.4,0.098812351543943
41747,2022-08-25,feeder,0.8942,b85_89,11,19,8,0.578947368421053,0.45,0.128947368421053
41750,2022-11-28,feeder,0.9188,b90_94,61,123,62,0.495934959349594,0.4,0.0959349593495934
41757,2023-03-17,feeder,0.9182,b90_94,160,321,161,0.498442367601246,0.4,0.0984423676012461
41758,2022-11-18,feeder,0.895,b85_89,51,93,42,0.548387096774194,0.45,0.0983870967741935
41759,2022-08-18,feeder,0.9563,b95_100,462,1026,564,0.450292397660819,0.35,0.100292397660819
41772,2023-05-04,feeder,0.997,b95_100,463,1028,565,0.450389105058366,0.35,0.100389105058366
41786,2022-09-01,feeder,0.9979,b95_100,2793,6207,3414,0.449975833736104,0.35,0.0999758337361044
41907,2022-08-16,feeder,0.9916,b95_100,658,1464,806,0.449453551912568,0.35,0.0994535519125683
41909,2022-08-16,feeder,0.9916,b95_100,548,1216,668,0.450657894736842,0.35,0.100657894736842
41911,2023-05-22,feeder,0.9936,b95_100,345,767,422,0.44980443285528,0.35,0.0998044328552803
41913,2023-03-03,feeder,0.9993,b95_100,1372,3049,1677,0.449983601180715,0.35,0.099983601180715
41914,2023-05-22,feeder,0.9936,b95_100,422,938,516,0.449893390191898,0.35,0.0998933901918977
42087,2023-03-27,feeder,0.9769,b95_100,5076,11281,6205,0.449960109919333,0.35,0.0999601099193334
42109,2023-04-17,feeder,0.9584,b95_100,358,795,437,0.450314465408805,0.35,0.100314465408805
42123,2023-03-23,feeder,0.9784,b95_100,3542,7870,4328,0.450063532401525,0.35,0.100063532401525
42141,2023-03-16,feeder,0.9756,b95_100,3605,8010,4405,0.450062421972534,0.35,0.100062421972534
42293,2023-04-13,feeder,0.9615,b95_100,1052,2338,1286,0.449957228400342,0.35,0.0999572284003422
42505,2022-12-01,feeder,0.9949,b95_100,3915,9793,5878,0.39977534973961,0.35,0.04977534973961
42507,2023-04-19,feeder,0.997,b95_100,971,2157,1186,0.450162262401484,0.35,0.100162262401484
42515,2023-04-19,feeder,0.997,b95_100,1107,2461,1354,0.449817147501016,0.35,0.0998171475010159
42519,2022-12-01,feeder,0.9951,b95_100,3812,8470,4658,0.450059031877214,0.35,0.100059031877214
42594,2023-03-10,feeder,0.9976,b95_100,394,876,482,0.449771689497717,0.35,0.0997716894977169
42612,2023-02-10,feeder,0.9911,b95_100,380,848,468,0.44811320754717,0.35,0.0981132075471698
42613,2023-02-08,feeder,0.9924,b95_100,938,2088,1150,0.449233716475096,0.35,0.0992337164750958
42789,2023-02-21,feeder,0.9982,b95_100,1461,3245,1784,0.450231124807396,0.35,0.100231124807396
42812,2023-06-26,feeder,0.9197,b90_94,10,24,14,0.416666666666667,0.4,0.0166666666666667
43147,2023-05-01,feeder,0.9959,b95_100,905,2410,1505,0.37551867219917,0.35,0.0255186721991701
43148,2023-05-01,feeder,0.9959,b95_100,469,1180,711,0.397457627118644,0.35,0.0474576271186441
43153,2023-04-25,feeder,0.9951,b95_100,0,858,858,0,0.35,-0.35
43154,2023-04-19,feeder,0.993,b95_100,0,3950,3950,0,0.35,-0.35
43174,2023-04-13,feeder,0.9955,b95_100,2682,5960,3278,0.45,0.35,0.1
43192,2023-04-13,feeder,0.9954,b95_100,1987,4415,2428,0.450056625141563,0.35,0.100056625141563
43199,2023-03-14,feeder,0.9896,b95_100,2583,5739,3156,0.450078410872974,0.35,0.100078410872974
43204,2023-04-14,feeder,0.9929,b95_100,1634,3631,1997,0.450013770311209,0.35,0.100013770311209
43216,2023-05-17,fed,0.9827,b95_100,1665,3699,2034,0.450121654501217,0.35,0.100121654501217
43218,2023-04-20,fed,0.9662,b95_100,1549,3443,1894,0.449898344467035,0.35,0.0998983444670346
43219,2023-04-11,fed,0.9675,b95_100,3563,7916,4353,0.450101061141991,0.35,0.100101061141991
43221,2023-04-11,fed,0.9701,b95_100,3388,7529,4141,0.449993359011821,0.35,0.099993359011821
43259,2023-04-26,feeder,0.9965,b95_100,712,1582,870,0.450063211125158,0.35,0.100063211125158
43266,2023-04-26,feeder,0.9965,b95_100,1507,3349,1842,0.4499850701702,0.35,0.0999850701702001
43275,2023-02-21,feeder,0.9981,b95_100,682,1515,833,0.45016501650165,0.35,0.10016501650165
43283,2022-08-08,fed,0.9931,b95_100,784,1744,960,0.44954128440367,0.35,0.0995412844036698
43284,2023-04-19,fed,0.9936,b95_100,1057,2348,1291,0.450170357751278,0.35,0.100170357751278
43427,2023-03-03,fed,0.9881,b95_100,2042,4536,2494,0.450176366843034,0.35,0.100176366843034
43452,2023-05-16,feeder,0.9971,b95_100,846,1881,1035,0.449760765550239,0.35,0.0997607655502393
43459,2023-05-16,feeder,0.9979,b95_100,846,1880,1034,0.45,0.35,0.1
43463,2023-01-17,fed,0.995,b95_100,752,1672,920,0.449760765550239,0.35,0.0997607655502393
43742,2022-10-12,feeder,0.9986,b95_100,0,3317,3317,0,0.35,-0.35
43744,2022-10-12,feeder,0.9949,b95_100,0,2434,2434,0,0.35,-0.35
43756,2022-10-04,feeder,0.9995,b95_100,0,2911,2911,0,0.35,-0.35
44310,2023-04-28,feeder,0.9968,b95_100,786,1745,959,0.450429799426934,0.35,0.100429799426934
44316,2023-03-29,feeder,0.9939,b95_100,1806,4014,2208,0.449925261584454,0.35,0.0999252615844544
44319,2023-03-07,feeder,0.991,b95_100,1211,2692,1481,0.449851411589896,0.35,0.099851411589896
44320,2023-05-24,feeder,0.9977,b95_100,789,1753,964,0.450085567598403,0.35,0.100085567598403
44327,2023-03-29,feeder,0.9956,b95_100,1600,3555,1955,0.450070323488045,0.35,0.100070323488045
44330,2023-04-28,feeder,0.9968,b95_100,930,2065,1135,0.450363196125908,0.35,0.100363196125908
44332,2023-03-08,feeder,0.9997,b95_100,628,1395,767,0.450179211469534,0.35,0.100179211469534
44333,2023-05-18,feeder,0.9979,b95_100,815,1810,995,0.450276243093923,0.35,0.100276243093923
44336,2023-03-13,feeder,0.9997,b95_100,2887,6415,3528,0.450038971161341,0.35,0.100038971161341
44543,2023-06-29,feeder,0.9948,b95_100,2129,5675,3546,0.375154185022026,0.35,0.0251541850220264
44715,2023-05-01,feeder,0.9789,b95_100,3441,7647,4206,0.449980384464496,0.35,0.0999803844644959
44718,2023-05-24,feeder,0.981,b95_100,2141,4757,2616,0.450073575783057,0.35,0.100073575783057
44721,2022-08-10,feeder,0.9854,b95_100,813,1807,994,0.449916989485335,0.35,0.0999169894853348
44744,2023-05-10,feeder,0.9659,b95_100,1803,4007,2204,0.449962565510357,0.35,0.0999625655103569
44756,2023-06-05,feeder,0.9769,b95_100,2682,5959,3277,0.450075516026179,0.35,0.100075516026179
44820,2023-03-06,feeder,0.9685,b95_100,808,1795,987,0.450139275766017,0.35,0.100139275766017
44957,2022-07-11,feeder,0.8984,b85_89,0,156,156,0,0.45,-0.45
44960,2022-07-11,feeder,0.8983,b85_89,0,129,129,0,0.45,-0.45
45046,2023-05-31,feeder,0.9978,b95_100,469,1044,575,0.449233716475096,0.35,0.0992337164750958
45104,2023-05-09,feeder,0.996,b95_100,17040,54528,37488,0.3125,0.35,-0.0375
45112,2023-05-09,feeder,0.996,b95_100,0,12192,12192,0,0.35,-0.35
45121,2023-02-14,feeder,0.9099,b90_94,0,17988,17988,0,0.4,-0.4
45128,2023-02-14,feeder,0.9099,b90_94,0,8065,8065,0,0.4,-0.4
45237,2023-02-28,feeder,0.9947,b95_100,0,450,450,0,0.35,-0.35
45590,2023-03-14,feeder,0.9989,b95_100,162,360,198,0.45,0.35,0.1
45612,2023-06-21,feeder,0.9784,b95_100,732,1627,895,0.449907805777505,0.35,0.0999078057775046
45640,2023-06-21,feeder,0.9699,b95_100,925,2055,1130,0.450121654501217,0.35,0.100121654501217
45646,2023-06-29,feeder,0.9949,b95_100,622,1384,762,0.449421965317919,0.35,0.0994219653179191
45711,2022-07-06,feeder,0.9958,b95_100,2507,6843,4336,0.36635978372059,0.35,0.0163597837205904
45725,2023-06-14,fed,0.9905,b95_100,0,827,827,0,0.35,-0.35
45856,2023-05-23,feeder,0.9804,b95_100,786,1745,959,0.450429799426934,0.35,0.100429799426934
45859,2023-01-12,feeder,0.9976,b95_100,0,2151,2151,0,0.35,-0.35
45862,2023-01-12,feeder,0.9976,b95_100,0,2366,2366,0,0.35,-0.35
45881,2023-05-23,feeder,0.971,b95_100,558,1239,681,0.450363196125908,0.35,0.100363196125908
45888,2023-06-20,feeder,0.9566,b95_100,573,1453,880,0.394356503785272,0.35,0.0443565037852719
45894,2022-12-09,feeder,0.9478,b90_94,1211,2692,1481,0.449851411589896,0.4,0.049851411589896
45900,2022-08-08,feeder,0.9923,b95_100,202,448,246,0.450892857142857,0.35,0.100892857142857
45902,2022-12-02,feeder,0.9997,b95_100,1164,3003,1839,0.387612387612388,0.35,0.0376123876123876
45903,2023-01-31,feeder,0.9978,b95_100,760,1687,927,0.45050385299348,0.35,0.10050385299348
45906,2023-04-11,feeder,0.9966,b95_100,252,561,309,0.449197860962567,0.35,0.0991978609625669
45911,2022-10-31,feeder,0.9442,b90_94,2241,4980,2739,0.45,0.4,0.05
45916,2023-05-31,feeder,0.9978,b95_100,156,346,190,0.450867052023121,0.35,0.100867052023121
45919,2023-02-28,feeder,0.9915,b95_100,913,2280,1367,0.400438596491228,0.35,0.0504385964912281
45922,2023-02-09,feeder,1,b95_100,1086,2917,1831,0.372300308536167,0.35,0.0223003085361673
45927,2022-10-31,feeder,0.9467,b90_94,1395,3102,1707,0.449709864603482,0.4,0.0497098646034816
45931,2023-03-08,feeder,0.9922,b95_100,1554,4236,2682,0.36685552407932,0.35,0.0168555240793201
45932,2023-05-18,feeder,0.9972,b95_100,132,293,161,0.450511945392491,0.35,0.100511945392491
45936,2023-01-04,feeder,0.995,b95_100,473,1052,579,0.449619771863118,0.35,0.0996197718631179
45940,2022-12-09,feeder,0.9478,b90_94,898,1994,1096,0.450351053159478,0.4,0.0503510531594784
45942,2022-07-13,feeder,0.9961,b95_100,539,1459,920,0.369431117203564,0.35,0.0194311172035641
45947,2023-04-26,feeder,0.984,b95_100,5356,13390,8034,0.4,0.35,0.05
45948,2022-12-23,feeder,0.9987,b95_100,932,2521,1589,0.369694565648552,0.35,0.0196945656485522
45949,2023-06-20,feeder,0.9966,b95_100,11754,30735,18981,0.382430453879941,0.35,0.0324304538799415
45953,2023-01-25,feeder,0.993,b95_100,3718,9301,5583,0.39974196322976,0.35,0.0497419632297603
45959,2022-12-05,feeder,0.998,b95_100,357,793,436,0.450189155107188,0.35,0.100189155107188
45962,2022-09-26,feeder,0.9903,b95_100,560,1398,838,0.400572246065808,0.35,0.0505722460658084
45966,2023-01-04,feeder,0.9933,b95_100,1127,3045,1918,0.370114942528736,0.35,0.0201149425287356
45970,2023-06-20,feeder,0.9482,b90_94,764,1718,954,0.444703143189756,0.4,0.0447031431897555
45978,2022-09-26,feeder,0.9903,b95_100,622,1554,932,0.4002574002574,0.35,0.0502574002574003
46027,2022-08-19,feeder,0.9905,b95_100,798,1992,1194,0.400602409638554,0.35,0.0506024096385542
46033,2023-06-23,feeder,0.9994,b95_100,1344,2987,1643,0.449949782390358,0.35,0.0999497823903582
46042,2022-08-19,feeder,0.9905,b95_100,885,2214,1329,0.399728997289973,0.35,0.0497289972899729
46047,2023-06-28,feeder,0.9989,b95_100,2025,5062,3037,0.400039510075069,0.35,0.0500395100750692
46053,2023-04-12,feeder,0.976,b95_100,1819,4044,2225,0.449802176063304,0.35,0.0998021760633037
46069,2023-06-28,feeder,0.9989,b95_100,1301,3254,1953,0.399815611555009,0.35,0.0498156115550092
46150,2023-06-01,feeder,0.9324,b90_94,1260,2880,1620,0.4375,0.4,0.0375
46187,2023-04-04,feeder,0.9916,b95_100,388,862,474,0.450116009280742,0.35,0.100116009280742
46202,2023-04-04,feeder,0.9916,b95_100,323,716,393,0.451117318435754,0.35,0.101117318435754
46245,2023-03-03,feeder,0.9968,b95_100,2551,5669,3118,0.449991180102311,0.35,0.0999911801023108
46247,2023-03-03,feeder,0.9968,b95_100,19189,50918,31729,0.376860835068149,0.35,0.0268608350681488
46322,2023-05-19,feeder,0.9918,b95_100,107,237,130,0.451476793248945,0.35,0.101476793248945
46323,2023-04-20,feeder,0.9999,b95_100,265,588,323,0.450680272108844,0.35,0.100680272108844
46324,2023-05-22,feeder,0.9936,b95_100,608,1350,742,0.45037037037037,0.35,0.10037037037037
46334,2022-07-25,feeder,0.9932,b95_100,196,435,239,0.450574712643678,0.35,0.100574712643678
46338,2023-05-19,feeder,0.9918,b95_100,89,197,108,0.451776649746193,0.35,0.101776649746193
46344,2023-05-22,feeder,0.9936,b95_100,584,1296,712,0.450617283950617,0.35,0.100617283950617
46354,2022-07-25,feeder,0.9933,b95_100,215,478,263,0.44979079497908,0.35,0.0997907949790795
46358,2023-04-20,feeder,0.9999,b95_100,319,709,390,0.449929478138223,0.35,0.0999294781382229
46542,2023-03-22,feeder,0.9938,b95_100,483,1074,591,0.449720670391061,0.35,0.0997206703910615
46553,2023-02-01,feeder,0.9921,b95_100,766,1702,936,0.450058754406581,0.35,0.100058754406581
46573,2023-01-04,feeder,0.9657,b95_100,2023,4495,2472,0.450055617352614,0.35,0.100055617352614
46607,2023-03-22,feeder,0.9938,b95_100,532,1182,650,0.450084602368866,0.35,0.100084602368866
46683,2022-11-18,feeder,0.9938,b95_100,1964,5164,3200,0.380325329202169,0.35,0.0303253292021689
46723,2022-10-25,feeder,0.9986,b95_100,3175,8362,5187,0.379693853145181,0.35,0.0296938531451806
46740,2023-01-24,feeder,0.9965,b95_100,2311,5846,3535,0.395313034553541,0.35,0.0453130345535409
46745,2023-02-03,feeder,0.9907,b95_100,4472,11323,6851,0.394948335246843,0.35,0.0449483352468427
46752,2022-10-24,feeder,0.9901,b95_100,3755,9884,6129,0.379906920275192,0.35,0.0299069202751923
46759,2023-01-24,feeder,0.9897,b95_100,2834,7171,4337,0.395202900571747,0.35,0.0452029005717474
46773,2023-06-15,fed,0.9903,b95_100,0,3093,3093,0,0.35,-0.35
